#
0.6615 0.2328 0.0870 0.0168 0.0017 0.0001 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
0.3385 0.3231 0.2328 0.0870 0.0168 0.0017 0.0001 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
0.1056 0.2328 0.3231 0.2328 0.0870 0.0168 0.0017 0.0001 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
0.0186 0.0870 0.2328 0.3231 0.2328 0.0870 0.0168 0.0017 0.0001 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
0.0018 0.0168 0.0870 0.2328 0.3231 0.2328 0.0870 0.0168 0.0017 0.0001 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
0.0001 0.0017 0.0168 0.0870 0.2328 0.3231 0.2328 0.0870 0.0168 0.0017 0.0001 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
0.0000 0.0001 0.0017 0.0168 0.0870 0.2328 0.3231 0.2328 0.0870 0.0168 0.0017 0.0001 0.0000 0.0000 0.0000 0.0000 0.0000 
0.0000 0.0000 0.0001 0.0017 0.0168 0.0870 0.2328 0.3231 0.2328 0.0870 0.0168 0.0017 0.0001 0.0000 0.0000 0.0000 0.0000 
0.0000 0.0000 0.0000 0.0001 0.0017 0.0168 0.0870 0.2328 0.3231 0.2328 0.0870 0.0168 0.0017 0.0001 0.0000 0.0000 0.0000 
0.0000 0.0000 0.0000 0.0000 0.0001 0.0017 0.0168 0.0870 0.2328 0.3231 0.2328 0.0870 0.0168 0.0017 0.0001 0.0000 0.0000 
0.0000 0.0000 0.0000 0.0000 0.0000 0.0001 0.0017 0.0168 0.0870 0.2328 0.3231 0.2328 0.0870 0.0168 0.0017 0.0001 0.0000 
0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0001 0.0017 0.0168 0.0870 0.2328 0.3231 0.2328 0.0870 0.0168 0.0017 0.0001 
0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0001 0.0017 0.0168 0.0870 0.2328 0.3231 0.2328 0.0870 0.0168 0.0018 
0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0001 0.0017 0.0168 0.0870 0.2328 0.3231 0.2328 0.0870 0.0186 
0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0001 0.0017 0.0168 0.0870 0.2328 0.3231 0.2328 0.1056 
0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0001 0.0017 0.0168 0.0870 0.2328 0.3231 0.3385 
0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0001 0.0017 0.0168 0.0870 0.2328 0.6615 
