algorithm,seed,n_inequalities,recovered_key,fraction_of_solution_recovered,n_iterations,time_seconds_solve_inequalities,approx_number_of_ciphertexts,scale
Greedy Search,100103,17901,True,1.00,152,13.61,299.13,0.10
Greedy Search,100103,17893,False,0.85,200,18.00,298.99,0.10
Greedy Search,100103,17897,True,1.00,62,6.05,299.06,0.10
Greedy Search,100103,17895,False,0.91,200,17.96,299.03,0.10
Greedy Search,100103,17896,False,0.90,200,18.04,299.04,0.10
Greedy Search,100104,1000000,True,1.00,74,402.50,16760.00,0.10
Greedy Search,100104,500000,True,1.00,71,186.93,8380.00,0.10
Greedy Search,100104,250000,True,1.00,61,82.90,4190.00,0.10
Greedy Search,100104,125000,True,1.00,64,43.32,2095.00,0.10
Greedy Search,100104,62500,True,1.00,75,24.96,1047.50,0.10
Greedy Search,100104,31250,True,1.00,72,12.13,523.75,0.10
Greedy Search,100104,15625,False,0.74,200,15.96,261.88,0.10
Greedy Search,100104,23438,True,1.00,72,9.11,392.82,0.10
Greedy Search,100104,19532,True,1.00,69,7.32,327.36,0.10
Greedy Search,100104,17579,False,0.84,200,17.97,294.62,0.10
Greedy Search,100104,18556,False,0.90,200,19.09,311.00,0.10
Greedy Search,100104,19044,False,0.88,200,19.53,319.18,0.10
Greedy Search,100104,19288,True,1.00,63,6.71,323.27,0.10
Greedy Search,100104,19166,True,1.00,61,6.53,321.22,0.10
Greedy Search,100104,19105,True,1.00,151,14.82,320.20,0.10
Greedy Search,100104,19075,False,0.92,200,19.48,319.70,0.10
Greedy Search,100104,19090,True,1.00,76,7.80,319.95,0.10
Greedy Search,100104,19083,True,1.00,175,16.82,319.83,0.10
Greedy Search,100104,19079,True,1.00,85,8.45,319.76,0.10
Greedy Search,100104,19077,True,1.00,177,16.70,319.73,0.10
Greedy Search,100104,19076,False,0.89,200,18.90,319.71,0.10
Greedy Search,100200,1000000,True,1.00,74,416.30,16669.00,0.20
Greedy Search,100200,500000,True,1.00,73,199.90,8334.50,0.20
Greedy Search,100200,250000,True,1.00,71,97.55,4167.25,0.20
Greedy Search,100200,125000,True,1.00,75,50.22,2083.62,0.20
Greedy Search,100200,62500,True,1.00,65,21.86,1041.81,0.20
Greedy Search,100200,31250,True,1.00,71,11.83,520.91,0.20
Greedy Search,100200,15625,False,0.76,200,15.98,260.45,0.20
Greedy Search,100200,23438,True,1.00,67,8.45,390.69,0.20
Greedy Search,100200,19532,True,1.00,65,6.90,325.58,0.20
Greedy Search,100200,17579,False,0.87,200,17.74,293.02,0.20
Greedy Search,100200,18556,True,1.00,72,7.15,309.31,0.20
Greedy Search,100200,18068,True,1.00,81,7.81,301.18,0.20
Greedy Search,100200,17824,False,0.86,200,18.25,297.11,0.20
Greedy Search,100200,17946,False,0.96,200,18.09,299.14,0.20
Greedy Search,100200,18007,True,1.00,173,15.70,300.16,0.20
Greedy Search,100200,17977,True,1.00,172,15.54,299.66,0.20
Greedy Search,100200,17962,True,1.00,73,7.02,299.41,0.20
Greedy Search,100200,17954,False,0.88,200,18.29,299.28,0.20
Greedy Search,100200,17958,False,0.86,200,18.22,299.34,0.20
Greedy Search,100200,17960,False,0.85,200,18.36,299.38,0.20
Greedy Search,100200,17961,False,0.87,200,18.36,299.39,0.20
Greedy Search,100201,1000000,True,1.00,70,399.85,16690.00,0.20
Greedy Search,100201,500000,True,1.00,71,194.68,8345.00,0.20
Greedy Search,100201,250000,True,1.00,74,100.22,4172.50,0.20
Greedy Search,100201,125000,True,1.00,72,48.57,2086.25,0.20
Greedy Search,100201,62500,True,1.00,71,23.99,1043.12,0.20
Greedy Search,100201,31250,True,1.00,68,11.60,521.56,0.20
Greedy Search,100201,15625,False,0.79,200,15.89,260.78,0.20
Greedy Search,100201,23438,True,1.00,70,8.87,391.18,0.20
Greedy Search,100201,19532,True,1.00,74,7.74,325.99,0.20
Greedy Search,100201,17579,False,0.83,200,17.93,293.39,0.20
Greedy Search,100201,18556,True,1.00,72,7.27,309.70,0.20
Greedy Search,100201,18068,False,0.86,200,18.58,301.55,0.20
Greedy Search,100201,18312,False,0.88,200,18.67,305.63,0.20
Greedy Search,100201,18434,True,1.00,129,12.15,307.66,0.20
Greedy Search,100201,18373,False,0.93,200,18.58,306.65,0.20
Greedy Search,100201,18404,False,0.89,200,18.80,307.16,0.20
Greedy Search,100201,18419,True,1.00,164,15.51,307.41,0.20
Greedy Search,100201,18412,False,0.95,200,18.60,307.30,0.20
Greedy Search,100201,18416,False,0.96,200,18.56,307.36,0.20
Greedy Search,100201,18418,False,0.91,200,18.70,307.40,0.20
Greedy Search,100202,1000000,True,1.00,67,370.04,16658.00,0.20
Greedy Search,100202,500000,True,1.00,70,186.14,8329.00,0.20
Greedy Search,100202,250000,True,1.00,61,82.95,4164.50,0.20
Greedy Search,100202,125000,True,1.00,63,42.60,2082.25,0.20
Greedy Search,100202,62500,True,1.00,65,21.98,1041.12,0.20
Greedy Search,100202,31250,True,1.00,72,11.99,520.56,0.20
Greedy Search,100202,15625,False,0.80,200,15.80,260.28,0.20
Greedy Search,100202,23438,True,1.00,70,8.78,390.43,0.20
Greedy Search,100202,19532,True,1.00,73,7.56,325.36,0.20
Greedy Search,100202,17579,True,1.00,137,12.21,292.83,0.20
Greedy Search,100202,16602,False,0.87,200,16.71,276.56,0.20
Greedy Search,100202,17091,False,0.82,200,17.37,284.70,0.20
Greedy Search,100202,17335,False,0.87,200,17.54,288.77,0.20
Greedy Search,100202,17457,False,0.84,200,17.73,290.80,0.20
Greedy Search,100202,17518,False,0.87,200,17.70,291.81,0.20
Greedy Search,100202,17549,False,0.88,200,17.69,292.33,0.20
Greedy Search,100202,17564,False,0.96,200,17.44,292.58,0.20
Greedy Search,100202,17572,False,0.96,200,17.45,292.71,0.20
Greedy Search,100202,17576,False,0.89,200,17.63,292.78,0.20
Greedy Search,100202,17578,False,0.85,200,17.73,292.81,0.20
Greedy Search,100203,1000000,True,1.00,75,406.91,16665.00,0.20
Greedy Search,100203,500000,True,1.00,80,207.65,8332.50,0.20
Greedy Search,100203,250000,True,1.00,68,90.55,4166.25,0.20
Greedy Search,100203,125000,True,1.00,72,47.47,2083.12,0.20
Greedy Search,100203,62500,True,1.00,74,24.35,1041.56,0.20
Greedy Search,100203,31250,True,1.00,71,11.77,520.78,0.20
Greedy Search,100203,15625,False,0.77,200,15.74,260.39,0.20
Greedy Search,100203,23438,True,1.00,67,8.43,390.59,0.20
Greedy Search,100203,19532,True,1.00,69,7.21,325.50,0.20
Greedy Search,100203,17579,False,0.86,200,17.70,292.95,0.20
Greedy Search,100203,18556,True,1.00,71,7.03,309.24,0.20
Greedy Search,100203,18068,False,0.91,200,18.18,301.10,0.20
Greedy Search,100203,18312,False,0.88,200,18.59,305.17,0.20
Greedy Search,100203,18434,False,0.96,200,18.52,307.20,0.20
Greedy Search,100203,18495,True,1.00,126,11.91,308.22,0.20
Greedy Search,100203,18465,True,1.00,72,7.10,307.72,0.20
Greedy Search,100203,18450,True,1.00,99,9.51,307.47,0.20
Greedy Search,100203,18442,True,1.00,101,9.65,307.34,0.20
Greedy Search,100203,18438,False,0.90,200,18.67,307.27,0.20
Greedy Search,100203,18440,False,0.95,200,18.46,307.30,0.20
Greedy Search,100203,18441,True,1.00,117,11.07,307.32,0.20
Greedy Search,100204,1000000,True,1.00,71,394.29,16731.00,0.20
Greedy Search,100204,500000,True,1.00,74,194.82,8365.50,0.20
Greedy Search,100204,250000,True,1.00,70,92.95,4182.75,0.20
Greedy Search,100204,125000,True,1.00,65,43.71,2091.38,0.20
Greedy Search,100204,62500,True,1.00,72,23.87,1045.69,0.20
Greedy Search,100204,31250,True,1.00,71,11.91,522.84,0.20
Greedy Search,100204,15625,False,0.80,200,15.99,261.42,0.20
Greedy Search,100204,23438,True,1.00,71,9.12,392.14,0.20
Greedy Search,100204,19532,True,1.00,71,7.60,326.79,0.20
Greedy Search,100204,17579,False,0.85,200,18.19,294.11,0.20
Greedy Search,100204,18556,True,1.00,68,7.01,310.46,0.20
Greedy Search,100204,18068,True,1.00,92,8.97,302.30,0.20
Greedy Search,100204,17824,False,0.87,200,18.51,298.21,0.20
Greedy Search,100204,17946,False,0.89,200,18.70,300.25,0.20
Greedy Search,100204,18007,False,0.87,200,18.73,301.28,0.20
Greedy Search,100204,18038,False,0.83,200,18.82,301.79,0.20
Greedy Search,100204,18053,False,0.88,200,18.22,302.04,0.20
Greedy Search,100204,18061,False,0.88,200,18.11,302.18,0.20
Greedy Search,100204,18065,False,0.88,200,18.26,302.25,0.20
Greedy Search,100204,18067,True,1.00,93,8.75,302.28,0.20
Greedy Search,100204,18066,False,0.92,200,18.07,302.26,0.20
Greedy Search,100300,1000000,True,1.00,69,395.38,16689.00,0.30
Greedy Search,100300,500000,True,1.00,72,197.42,8344.50,0.30
Greedy Search,100300,250000,True,1.00,71,97.41,4172.25,0.30
Greedy Search,100300,125000,True,1.00,71,48.29,2086.12,0.30
Greedy Search,100300,62500,True,1.00,61,21.28,1043.06,0.30
Greedy Search,100300,31250,True,1.00,73,12.65,521.53,0.30
Greedy Search,100300,15625,False,0.77,200,16.30,260.77,0.30
Greedy Search,100300,23438,True,1.00,65,8.45,391.16,0.30
Greedy Search,100300,19532,True,1.00,71,7.61,325.97,0.30
Greedy Search,100300,17579,False,0.87,200,18.53,293.38,0.30
Greedy Search,100300,18556,True,1.00,152,14.73,309.68,0.30
Greedy Search,100300,18068,False,0.91,200,18.68,301.54,0.30
Greedy Search,100300,18312,True,1.00,113,10.91,305.61,0.30
Greedy Search,100300,18190,True,1.00,127,12.03,303.57,0.30
Greedy Search,100300,18129,True,1.00,72,7.13,302.55,0.30
Greedy Search,100300,18099,False,0.87,200,18.90,302.05,0.30
Greedy Search,100300,18114,False,0.95,200,18.71,302.30,0.30
Greedy Search,100300,18122,True,1.00,188,17.39,302.44,0.30
Greedy Search,100300,18118,False,0.88,200,18.80,302.37,0.30
Greedy Search,100300,18120,False,0.82,200,18.81,302.40,0.30
Greedy Search,100300,18121,False,0.87,200,18.80,302.42,0.30
Greedy Search,100301,1000000,True,1.00,72,413.40,16662.00,0.30
Greedy Search,100301,500000,True,1.00,71,196.36,8331.00,0.30
Greedy Search,100301,250000,True,1.00,74,100.36,4165.50,0.30
Greedy Search,100301,125000,True,1.00,72,48.47,2082.75,0.30
Greedy Search,100301,62500,True,1.00,63,21.53,1041.38,0.30
Greedy Search,100301,31250,True,1.00,73,12.19,520.69,0.30
Greedy Search,100301,15625,False,0.74,200,15.82,260.34,0.30
Greedy Search,100301,23438,True,1.00,71,8.94,390.52,0.30
Greedy Search,100301,19532,True,1.00,64,6.85,325.44,0.30
Greedy Search,100301,17579,False,0.85,200,17.95,292.90,0.30
Greedy Search,100301,18556,False,0.86,200,19.10,309.18,0.30
Greedy Search,100301,19044,False,0.89,200,19.47,317.31,0.30
Greedy Search,100301,19288,True,1.00,153,14.99,321.38,0.30
Greedy Search,100301,19166,True,1.00,179,17.28,319.34,0.30
Greedy Search,100301,19105,False,0.89,200,19.43,318.33,0.30
Greedy Search,100301,19136,False,0.93,200,19.31,318.84,0.30
Greedy Search,100301,19151,True,1.00,163,15.68,319.09,0.30
Greedy Search,100301,19144,False,0.89,200,19.61,318.98,0.30
Greedy Search,100301,19148,False,0.96,200,19.26,319.04,0.30
Greedy Search,100301,19150,False,0.94,200,19.30,319.08,0.30
Greedy Search,100302,1000000,True,1.00,74,407.56,16714.00,0.30
Greedy Search,100302,500000,True,1.00,74,198.66,8357.00,0.30
Greedy Search,100302,250000,True,1.00,72,96.86,4178.50,0.30
Greedy Search,100302,125000,True,1.00,65,44.49,2089.25,0.30
Greedy Search,100302,62500,True,1.00,73,24.42,1044.62,0.30
Greedy Search,100302,31250,True,1.00,60,10.41,522.31,0.30
Greedy Search,100302,15625,False,0.80,200,15.85,261.16,0.30
Greedy Search,100302,23438,True,1.00,62,8.00,391.74,0.30
Greedy Search,100302,19532,True,1.00,66,7.10,326.46,0.30
Greedy Search,100302,17579,False,0.86,200,18.15,293.82,0.30
Greedy Search,100302,18556,True,1.00,137,13.04,310.14,0.30
Greedy Search,100302,18068,False,0.85,200,18.71,301.99,0.30
Greedy Search,100302,18312,True,1.00,76,7.50,306.07,0.30
Greedy Search,100302,18190,False,0.88,200,18.91,304.03,0.30
Greedy Search,100302,18251,True,1.00,181,16.78,305.05,0.30
Greedy Search,100302,18221,False,0.91,200,18.66,304.55,0.30
Greedy Search,100302,18236,True,1.00,149,13.89,304.80,0.30
Greedy Search,100302,18229,True,1.00,70,6.92,304.68,0.30
Greedy Search,100302,18225,True,1.00,154,14.39,304.61,0.30
Greedy Search,100302,18223,True,1.00,74,7.32,304.58,0.30
Greedy Search,100302,18222,False,0.92,200,18.53,304.56,0.30
Greedy Search,100303,1000000,True,1.00,62,360.08,16701.00,0.30
Greedy Search,100303,500000,True,1.00,76,201.06,8350.50,0.30
Greedy Search,100303,250000,True,1.00,73,96.99,4175.25,0.30
Greedy Search,100303,125000,True,1.00,76,50.34,2087.62,0.30
Greedy Search,100303,62500,True,1.00,71,23.93,1043.81,0.30
Greedy Search,100303,31250,True,1.00,63,10.73,521.91,0.30
Greedy Search,100303,15625,False,0.79,200,15.81,260.95,0.30
Greedy Search,100303,23438,True,1.00,74,9.21,391.44,0.30
Greedy Search,100303,19532,True,1.00,60,6.46,326.20,0.30
Greedy Search,100303,17579,False,0.84,200,18.11,293.59,0.30
Greedy Search,100303,18556,False,0.85,200,19.08,309.90,0.30
Greedy Search,100303,19044,True,1.00,79,7.99,318.05,0.30
Greedy Search,100303,18800,True,1.00,80,7.97,313.98,0.30
Greedy Search,100303,18678,True,1.00,111,10.73,311.94,0.30
Greedy Search,100303,18617,True,1.00,63,6.45,310.92,0.30
Greedy Search,100303,18587,True,1.00,66,6.71,310.42,0.30
Greedy Search,100303,18572,True,1.00,171,16.07,310.17,0.30
Greedy Search,100303,18564,True,1.00,75,7.46,310.04,0.30
Greedy Search,100303,18560,True,1.00,158,14.92,309.97,0.30
Greedy Search,100303,18558,False,0.90,200,19.11,309.94,0.30
Greedy Search,100303,18559,False,0.92,200,18.91,309.95,0.30
Greedy Search,100304,1000000,True,1.00,75,423.32,16676.00,0.30
Greedy Search,100304,500000,True,1.00,67,186.36,8338.00,0.30
Greedy Search,100304,250000,True,1.00,66,91.61,4169.00,0.30
Greedy Search,100304,125000,True,1.00,61,42.91,2084.50,0.30
Greedy Search,100304,62500,True,1.00,73,25.03,1042.25,0.30
Greedy Search,100304,31250,True,1.00,70,12.17,521.12,0.30
Greedy Search,100304,15625,False,0.76,200,16.37,260.56,0.30
Greedy Search,100304,23438,True,1.00,71,9.22,390.85,0.30
Greedy Search,100304,19532,True,1.00,67,7.41,325.72,0.30
Greedy Search,100304,17579,False,0.85,200,18.44,293.15,0.30
Greedy Search,100304,18556,True,1.00,72,7.43,309.44,0.30
Greedy Search,100304,18068,False,0.85,200,18.92,301.30,0.30
Greedy Search,100304,18312,True,1.00,127,12.25,305.37,0.30
Greedy Search,100304,18190,False,0.89,200,19.00,303.34,0.30
Greedy Search,100304,18251,False,0.90,200,19.04,304.35,0.30
Greedy Search,100304,18282,False,0.88,200,19.19,304.87,0.30
Greedy Search,100304,18297,False,0.86,200,19.16,305.12,0.30
Greedy Search,100304,18305,False,0.90,200,19.04,305.25,0.30
Greedy Search,100304,18309,False,0.88,200,19.11,305.32,0.30
Greedy Search,100304,18311,True,1.00,72,7.29,305.35,0.30
Greedy Search,100304,18310,True,1.00,153,14.55,305.34,0.30
Greedy Search,100400,1000000,True,1.00,71,415.41,16733.00,0.40
Greedy Search,100400,500000,True,1.00,71,198.66,8366.50,0.40
Greedy Search,100400,250000,True,1.00,61,86.64,4183.25,0.40
Greedy Search,100400,125000,True,1.00,74,50.52,2091.62,0.40
Greedy Search,100400,62500,True,1.00,72,24.52,1045.81,0.40
Greedy Search,100400,31250,True,1.00,73,12.44,522.91,0.40
Greedy Search,100400,15625,False,0.73,200,16.25,261.45,0.40
Greedy Search,100400,23438,True,1.00,71,9.11,392.19,0.40
Greedy Search,100400,19532,False,0.89,200,20.39,326.83,0.40
Greedy Search,100400,21485,True,1.00,76,8.93,359.51,0.40
Greedy Search,100400,20509,True,1.00,72,8.13,343.18,0.40
Greedy Search,100400,20021,True,1.00,82,8.86,335.01,0.40
Greedy Search,100400,19777,False,0.92,200,20.56,330.93,0.40
Greedy Search,100400,19899,True,1.00,72,7.95,332.97,0.40
Greedy Search,100400,19838,True,1.00,71,7.74,331.95,0.40
Greedy Search,100400,19808,True,1.00,70,7.65,331.45,0.40
Greedy Search,100400,19793,False,0.90,200,20.72,331.20,0.40
Greedy Search,100400,19801,False,0.96,200,20.69,331.33,0.40
Greedy Search,100400,19805,True,1.00,72,7.82,331.40,0.40
Greedy Search,100400,19803,True,1.00,138,14.23,331.36,0.40
Greedy Search,100400,19802,False,0.89,200,20.66,331.35,0.40
Greedy Search,100401,1000000,True,1.00,65,386.71,16682.00,0.40
Greedy Search,100401,500000,True,1.00,73,204.04,8341.00,0.40
Greedy Search,100401,250000,True,1.00,54,78.76,4170.50,0.40
Greedy Search,100401,125000,True,1.00,51,37.33,2085.25,0.40
Greedy Search,100401,62500,True,1.00,70,24.20,1042.62,0.40
Greedy Search,100401,31250,True,1.00,70,12.11,521.31,0.40
Greedy Search,100401,15625,False,0.76,200,16.46,260.66,0.40
Greedy Search,100401,23438,True,1.00,72,9.30,390.99,0.40
Greedy Search,100401,19532,True,1.00,74,8.06,325.83,0.40
Greedy Search,100401,17579,False,0.82,200,18.56,293.25,0.40
Greedy Search,100401,18556,True,1.00,87,8.77,309.55,0.40
Greedy Search,100401,18068,False,0.85,200,18.85,301.41,0.40
Greedy Search,100401,18312,False,0.86,200,19.12,305.48,0.40
Greedy Search,100401,18434,False,0.86,200,19.31,307.52,0.40
Greedy Search,100401,18495,False,0.89,200,19.15,308.53,0.40
Greedy Search,100401,18526,False,0.96,200,19.15,309.05,0.40
Greedy Search,100401,18541,False,0.92,200,19.10,309.30,0.40
Greedy Search,100401,18549,False,0.88,200,19.22,309.43,0.40
Greedy Search,100401,18553,False,0.85,200,19.28,309.50,0.40
Greedy Search,100401,18555,False,0.91,200,19.14,309.53,0.40
Greedy Search,100402,1000000,True,1.00,65,381.39,16647.00,0.40
Greedy Search,100402,500000,True,1.00,74,206.39,8323.50,0.40
Greedy Search,100402,250000,True,1.00,74,102.51,4161.75,0.40
Greedy Search,100402,125000,True,1.00,69,48.07,2080.88,0.40
Greedy Search,100402,62500,True,1.00,73,25.20,1040.44,0.40
Greedy Search,100402,31250,True,1.00,73,12.83,520.22,0.40
Greedy Search,100402,15625,False,0.80,200,16.76,260.11,0.40
Greedy Search,100402,23438,True,1.00,72,9.50,390.17,0.40
Greedy Search,100402,19532,True,1.00,59,6.69,325.15,0.40
Greedy Search,100402,17579,False,0.82,200,18.96,292.64,0.40
Greedy Search,100402,18556,False,0.92,200,19.80,308.90,0.40
Greedy Search,100402,19044,True,1.00,100,10.47,317.03,0.40
Greedy Search,100402,18800,False,0.89,200,20.12,312.96,0.40
Greedy Search,100402,18922,True,1.00,60,6.61,314.99,0.40
Greedy Search,100402,18861,True,1.00,74,7.85,313.98,0.40
Greedy Search,100402,18831,True,1.00,78,8.25,313.48,0.40
Greedy Search,100402,18816,False,0.89,200,20.13,313.23,0.40
Greedy Search,100402,18824,True,1.00,105,10.82,313.36,0.40
Greedy Search,100402,18820,False,0.96,200,19.89,313.30,0.40
Greedy Search,100402,18822,True,1.00,73,7.74,313.33,0.40
Greedy Search,100402,18821,True,1.00,62,6.69,313.31,0.40
Greedy Search,100403,1000000,True,1.00,68,392.68,16722.00,0.40
Greedy Search,100403,500000,True,1.00,62,173.43,8361.00,0.40
Greedy Search,100403,250000,True,1.00,74,100.90,4180.50,0.40
Greedy Search,100403,125000,True,1.00,72,49.39,2090.25,0.40
Greedy Search,100403,62500,True,1.00,72,24.82,1045.12,0.40
Greedy Search,100403,31250,True,1.00,72,12.42,522.56,0.40
Greedy Search,100403,15625,False,0.80,200,16.37,261.28,0.40
Greedy Search,100403,23438,True,1.00,76,9.81,391.93,0.40
Greedy Search,100403,19532,True,1.00,73,7.94,326.61,0.40
Greedy Search,100403,17579,False,0.85,200,18.63,293.96,0.40
Greedy Search,100403,18556,False,0.85,200,19.79,310.29,0.40
Greedy Search,100403,19044,True,1.00,150,15.17,318.45,0.40
Greedy Search,100403,18800,False,0.88,200,19.92,314.37,0.40
Greedy Search,100403,18922,False,0.87,200,20.13,316.41,0.40
Greedy Search,100403,18983,False,0.90,200,20.24,317.43,0.40
Greedy Search,100403,19014,False,0.92,200,20.21,317.95,0.40
Greedy Search,100403,19029,False,0.92,200,20.11,318.20,0.40
Greedy Search,100403,19037,False,0.90,200,20.18,318.34,0.40
Greedy Search,100403,19041,False,0.86,200,20.23,318.40,0.40
Greedy Search,100403,19043,True,1.00,136,13.75,318.44,0.40
Greedy Search,100403,19042,True,1.00,98,10.10,318.42,0.40
Greedy Search,100404,1000000,True,1.00,65,378.81,16713.00,0.40
Greedy Search,100404,500000,True,1.00,70,193.02,8356.50,0.40
Greedy Search,100404,250000,True,1.00,68,93.95,4178.25,0.40
Greedy Search,100404,125000,True,1.00,70,48.41,2089.12,0.40
Greedy Search,100404,62500,True,1.00,74,25.69,1044.56,0.40
Greedy Search,100404,31250,True,1.00,73,12.89,522.28,0.40
Greedy Search,100404,15625,False,0.75,200,17.31,261.14,0.40
Greedy Search,100404,23438,True,1.00,75,10.05,391.72,0.40
Greedy Search,100404,19532,True,1.00,139,14.88,326.44,0.40
Greedy Search,100404,17579,False,0.84,200,19.23,293.80,0.40
Greedy Search,100404,18556,False,0.85,200,20.41,310.13,0.40
Greedy Search,100404,19044,False,0.88,200,20.81,318.28,0.40
Greedy Search,100404,19288,False,0.93,200,20.69,322.36,0.40
Greedy Search,100404,19410,False,0.92,200,20.57,324.40,0.40
Greedy Search,100404,19471,True,1.00,74,8.10,325.42,0.40
Greedy Search,100404,19441,True,1.00,61,6.83,324.92,0.40
Greedy Search,100404,19426,False,0.94,200,20.62,324.67,0.40
Greedy Search,100404,19434,False,0.95,200,20.51,324.80,0.40
Greedy Search,100404,19438,False,0.90,200,20.69,324.87,0.40
Greedy Search,100404,19440,True,1.00,111,11.64,324.90,0.40
Greedy Search,100404,19439,False,0.90,200,20.63,324.88,0.40
Greedy Search,100500,1000000,True,1.00,73,427.45,16698.00,0.50
Greedy Search,100500,500000,True,1.00,62,180.89,8349.00,0.50
Greedy Search,100500,250000,True,1.00,72,101.66,4174.50,0.50
Greedy Search,100500,125000,True,1.00,70,48.94,2087.25,0.50
Greedy Search,100500,62500,True,1.00,75,25.98,1043.62,0.50
Greedy Search,100500,31250,True,1.00,73,12.74,521.81,0.50
Greedy Search,100500,15625,False,0.75,200,16.51,260.91,0.50
Greedy Search,100500,23438,True,1.00,66,8.70,391.37,0.50
Greedy Search,100500,19532,False,0.91,200,20.59,326.15,0.50
Greedy Search,100500,21485,True,1.00,64,7.79,358.76,0.50
Greedy Search,100500,20509,True,1.00,72,8.24,342.46,0.50
Greedy Search,100500,20021,True,1.00,72,8.12,334.31,0.50
Greedy Search,100500,19777,True,1.00,197,20.36,330.24,0.50
Greedy Search,100500,19655,False,0.94,200,20.65,328.20,0.50
Greedy Search,100500,19716,False,0.87,200,21.03,329.22,0.50
Greedy Search,100500,19747,True,1.00,71,7.80,329.74,0.50
Greedy Search,100500,19732,True,1.00,189,19.45,329.48,0.50
Greedy Search,100500,19724,False,0.93,200,20.81,329.35,0.50
Greedy Search,100500,19728,False,0.92,200,20.89,329.42,0.50
Greedy Search,100500,19730,True,1.00,171,17.80,329.45,0.50
Greedy Search,100500,19729,False,0.96,200,20.75,329.43,0.50
Greedy Search,100501,1000000,True,1.00,72,424.41,16671.00,0.50
Greedy Search,100501,500000,True,1.00,69,199.17,8335.50,0.50
Greedy Search,100501,250000,True,1.00,63,91.36,4167.75,0.50
Greedy Search,100501,125000,True,1.00,70,49.41,2083.88,0.50
Greedy Search,100501,62500,True,1.00,63,22.37,1041.94,0.50
Greedy Search,100501,31250,True,1.00,62,11.01,520.97,0.50
Greedy Search,100501,15625,False,0.74,200,16.71,260.48,0.50
Greedy Search,100501,23438,True,1.00,78,10.09,390.73,0.50
Greedy Search,100501,19532,False,0.95,200,20.56,325.62,0.50
Greedy Search,100501,21485,True,1.00,68,8.24,358.18,0.50
Greedy Search,100501,20509,True,1.00,67,7.77,341.91,0.50
Greedy Search,100501,20021,True,1.00,78,8.65,333.77,0.50
Greedy Search,100501,19777,False,0.92,200,20.93,329.70,0.50
Greedy Search,100501,19899,False,0.95,200,20.91,331.74,0.50
Greedy Search,100501,19960,True,1.00,131,13.96,332.75,0.50
Greedy Search,100501,19930,False,0.95,200,20.90,332.25,0.50
Greedy Search,100501,19945,False,0.96,200,20.82,332.50,0.50
Greedy Search,100501,19953,True,1.00,65,7.40,332.64,0.50
Greedy Search,100501,19949,False,0.95,200,21.15,332.57,0.50
Greedy Search,100501,19951,True,1.00,72,7.97,332.60,0.50
Greedy Search,100501,19950,True,1.00,71,7.90,332.59,0.50
Greedy Search,100502,1000000,True,1.00,71,419.58,16659.00,0.50
Greedy Search,100502,500000,True,1.00,69,198.49,8329.50,0.50
Greedy Search,100502,250000,True,1.00,71,100.88,4164.75,0.50
Greedy Search,100502,125000,True,1.00,61,44.39,2082.38,0.50
Greedy Search,100502,62500,True,1.00,72,25.76,1041.19,0.50
Greedy Search,100502,31250,True,1.00,66,11.98,520.59,0.50
Greedy Search,100502,15625,False,0.74,200,17.09,260.30,0.50
Greedy Search,100502,23438,True,1.00,73,9.78,390.45,0.50
Greedy Search,100502,19532,False,0.92,200,21.12,325.38,0.50
Greedy Search,100502,21485,True,1.00,51,6.57,357.92,0.50
Greedy Search,100502,20509,True,1.00,150,16.72,341.66,0.50
Greedy Search,100502,20021,False,0.93,200,21.69,333.53,0.50
Greedy Search,100502,20265,True,1.00,80,9.18,337.59,0.50
Greedy Search,100502,20143,True,1.00,66,7.69,335.56,0.50
Greedy Search,100502,20082,True,1.00,90,10.12,334.55,0.50
Greedy Search,100502,20052,False,0.95,200,21.52,334.05,0.50
Greedy Search,100502,20067,False,0.94,200,21.56,334.30,0.50
Greedy Search,100502,20075,True,1.00,93,10.43,334.43,0.50
Greedy Search,100502,20071,False,0.93,200,21.58,334.36,0.50
Greedy Search,100502,20073,True,1.00,168,18.13,334.40,0.50
Greedy Search,100502,20072,True,1.00,67,7.75,334.38,0.50
Greedy Search,100503,1000000,True,1.00,71,417.07,16652.00,0.50
Greedy Search,100503,500000,True,1.00,74,207.21,8326.00,0.50
Greedy Search,100503,250000,True,1.00,73,102.22,4163.00,0.50
Greedy Search,100503,125000,True,1.00,72,50.68,2081.50,0.50
Greedy Search,100503,62500,True,1.00,76,26.67,1040.75,0.50
Greedy Search,100503,31250,True,1.00,78,13.54,520.38,0.50
Greedy Search,100503,15625,False,0.73,200,16.56,260.19,0.50
Greedy Search,100503,23438,True,1.00,63,8.35,390.29,0.50
Greedy Search,100503,19532,False,0.89,200,20.59,325.25,0.50
Greedy Search,100503,21485,True,1.00,70,8.39,357.77,0.50
Greedy Search,100503,20509,True,1.00,68,7.79,341.52,0.50
Greedy Search,100503,20021,False,0.92,200,21.08,333.39,0.50
Greedy Search,100503,20265,True,1.00,70,7.94,337.45,0.50
Greedy Search,100503,20143,True,1.00,74,8.28,335.42,0.50
Greedy Search,100503,20082,True,1.00,157,16.58,334.41,0.50
Greedy Search,100503,20052,True,1.00,79,8.75,333.91,0.50
Greedy Search,100503,20037,True,1.00,57,6.61,333.66,0.50
Greedy Search,100503,20029,False,0.91,200,20.96,333.52,0.50
