algorithm,seed,n_inequalities,recovered_key,fraction_of_solution_recovered,n_iterations,time_seconds_solve_inequalities,approx_number_of_ciphertexts,scale
Greedy Search,100503,20033,False,0.93,200,21.14,333.59,0.50
Greedy Search,100503,20035,True,1.00,106,11.45,333.62,0.50
Greedy Search,100503,20034,False,0.96,200,21.02,333.61,0.50
Greedy Search,100504,1000000,True,1.00,74,430.65,16678.00,0.50
Greedy Search,100504,500000,True,1.00,70,196.92,8339.00,0.50
Greedy Search,100504,250000,True,1.00,60,86.06,4169.50,0.50
Greedy Search,100504,125000,True,1.00,71,49.73,2084.75,0.50
Greedy Search,100504,62500,True,1.00,70,24.52,1042.38,0.50
Greedy Search,100504,31250,True,1.00,61,10.94,521.19,0.50
Greedy Search,100504,15625,False,0.74,200,16.70,260.59,0.50
Greedy Search,100504,23438,True,1.00,71,9.43,390.90,0.50
Greedy Search,100504,19532,False,0.87,200,21.11,325.75,0.50
Greedy Search,100504,21485,True,1.00,74,8.96,358.33,0.50
Greedy Search,100504,20509,True,1.00,74,8.62,342.05,0.50
Greedy Search,100504,20021,True,1.00,69,7.88,333.91,0.50
Greedy Search,100504,19777,False,0.92,200,21.25,329.84,0.50
Greedy Search,100504,19899,False,0.94,200,21.34,331.88,0.50
Greedy Search,100504,19960,False,0.91,200,21.42,332.89,0.50
Greedy Search,100504,19991,False,0.94,200,21.41,333.41,0.50
Greedy Search,100504,20006,True,1.00,91,10.12,333.66,0.50
Greedy Search,100504,19999,True,1.00,159,16.99,333.54,0.50
Greedy Search,100504,19995,True,1.00,134,14.41,333.48,0.50
Greedy Search,100504,19993,True,1.00,70,8.01,333.44,0.50
Greedy Search,100504,19992,True,1.00,166,17.61,333.43,0.50
Greedy Search,100600,1000000,True,1.00,65,405.77,16672.00,0.60
Greedy Search,100600,500000,True,1.00,74,218.14,8336.00,0.60
Greedy Search,100600,250000,True,1.00,71,104.22,4168.00,0.60
Greedy Search,100600,125000,True,1.00,72,52.36,2084.00,0.60
Greedy Search,100600,62500,True,1.00,63,23.36,1042.00,0.60
Greedy Search,100600,31250,True,1.00,78,14.05,521.00,0.60
Greedy Search,100600,15625,False,0.70,200,17.52,260.50,0.60
Greedy Search,100600,23438,True,1.00,69,9.49,390.76,0.60
Greedy Search,100600,19532,False,0.86,200,21.64,325.64,0.60
Greedy Search,100600,21485,True,1.00,79,9.81,358.20,0.60
Greedy Search,100600,20509,False,0.93,200,22.53,341.93,0.60
Greedy Search,100600,20997,False,0.94,200,23.03,350.06,0.60
Greedy Search,100600,21241,True,1.00,131,15.58,354.13,0.60
Greedy Search,100600,21119,False,0.89,200,23.44,352.10,0.60
Greedy Search,100600,21180,True,1.00,133,15.61,353.11,0.60
Greedy Search,100600,21150,False,0.90,200,23.46,352.61,0.60
Greedy Search,100600,21165,False,0.92,200,23.46,352.86,0.60
Greedy Search,100600,21173,False,0.96,200,23.33,353.00,0.60
Greedy Search,100600,21177,False,0.89,200,23.46,353.06,0.60
Greedy Search,100600,21179,False,0.91,200,23.19,353.10,0.60
Greedy Search,100601,1000000,True,1.00,69,430.51,16628.00,0.60
Greedy Search,100601,500000,True,1.00,63,191.18,8314.00,0.60
Greedy Search,100601,250000,True,1.00,72,106.27,4157.00,0.60
Greedy Search,100601,125000,True,1.00,80,57.50,2078.50,0.60
Greedy Search,100601,62500,True,1.00,64,23.76,1039.25,0.60
Greedy Search,100601,31250,True,1.00,72,13.18,519.62,0.60
Greedy Search,100601,15625,False,0.72,200,17.58,259.81,0.60
Greedy Search,100601,23438,True,1.00,63,8.80,389.73,0.60
Greedy Search,100601,19532,False,0.89,200,21.73,324.78,0.60
Greedy Search,100601,21485,True,1.00,73,9.12,357.25,0.60
Greedy Search,100601,20509,True,1.00,137,15.67,341.02,0.60
Greedy Search,100601,20021,False,0.91,200,22.39,332.91,0.60
Greedy Search,100601,20265,False,0.91,200,22.63,336.97,0.60
Greedy Search,100601,20387,False,0.91,200,22.80,339.00,0.60
Greedy Search,100601,20448,True,1.00,85,10.06,340.01,0.60
Greedy Search,100601,20418,True,1.00,78,9.26,339.51,0.60
Greedy Search,100601,20403,False,0.92,200,22.67,339.26,0.60
Greedy Search,100601,20411,False,0.91,200,22.79,339.39,0.60
Greedy Search,100601,20415,False,0.92,200,22.80,339.46,0.60
Greedy Search,100601,20417,True,1.00,76,9.15,339.49,0.60
Greedy Search,100601,20416,True,1.00,162,18.41,339.48,0.60
Greedy Search,100602,1000000,True,1.00,73,427.37,16660.00,0.60
Greedy Search,100602,500000,True,1.00,67,194.64,8330.00,0.60
Greedy Search,100602,250000,True,1.00,71,101.74,4165.00,0.60
Greedy Search,100602,125000,True,1.00,69,49.60,2082.50,0.60
Greedy Search,100602,62500,True,1.00,72,25.83,1041.25,0.60
Greedy Search,100602,31250,True,1.00,74,13.25,520.62,0.60
Greedy Search,100602,15625,False,0.71,200,17.05,260.31,0.60
Greedy Search,100602,23438,True,1.00,76,10.15,390.48,0.60
Greedy Search,100602,19532,False,0.84,200,21.35,325.40,0.60
Greedy Search,100602,21485,True,1.00,81,9.87,357.94,0.60
Greedy Search,100602,20509,False,0.86,200,22.39,341.68,0.60
Greedy Search,100602,20997,False,0.87,200,23.06,349.81,0.60
Greedy Search,100602,21241,False,0.93,200,23.20,353.88,0.60
Greedy Search,100602,21363,True,1.00,118,13.92,355.91,0.60
Greedy Search,100602,21302,False,0.96,200,23.23,354.89,0.60
Greedy Search,100602,21333,True,1.00,70,8.79,355.41,0.60
Greedy Search,100602,21318,True,1.00,60,7.71,355.16,0.60
Greedy Search,100602,21310,True,1.00,109,13.04,355.02,0.60
Greedy Search,100602,21306,True,1.00,76,9.26,354.96,0.60
Greedy Search,100602,21304,True,1.00,76,9.37,354.92,0.60
Greedy Search,100602,21303,True,1.00,76,9.37,354.91,0.60
Greedy Search,100603,1000000,True,1.00,61,373.72,16673.00,0.60
Greedy Search,100603,500000,True,1.00,74,214.36,8336.50,0.60
Greedy Search,100603,250000,True,1.00,72,104.50,4168.25,0.60
Greedy Search,100603,125000,True,1.00,72,52.04,2084.12,0.60
Greedy Search,100603,62500,True,1.00,75,27.03,1042.06,0.60
Greedy Search,100603,31250,True,1.00,63,11.71,521.03,0.60
Greedy Search,100603,15625,False,0.72,200,17.13,260.52,0.60
Greedy Search,100603,23438,True,1.00,73,9.92,390.78,0.60
Greedy Search,100603,19532,False,0.88,200,21.68,325.66,0.60
Greedy Search,100603,21485,True,1.00,73,9.23,358.22,0.60
Greedy Search,100603,20509,False,0.89,200,23.06,341.95,0.60
Greedy Search,100603,20997,False,0.93,200,23.14,350.08,0.60
Greedy Search,100603,21241,True,1.00,75,9.28,354.15,0.60
Greedy Search,100603,21119,True,1.00,79,9.66,352.12,0.60
Greedy Search,100603,21058,True,1.00,75,9.21,351.10,0.60
Greedy Search,100603,21028,False,0.96,200,23.12,350.60,0.60
Greedy Search,100603,21043,True,1.00,128,15.15,350.85,0.60
Greedy Search,100603,21036,False,0.94,200,23.48,350.73,0.60
Greedy Search,100603,21040,True,1.00,76,9.43,350.80,0.60
Greedy Search,100603,21038,True,1.00,73,9.02,350.77,0.60
Greedy Search,100603,21037,False,0.93,200,23.45,350.75,0.60
Greedy Search,100604,1000000,True,1.00,66,399.95,16690.00,0.60
Greedy Search,100604,500000,True,1.00,67,196.33,8345.00,0.60
Greedy Search,100604,250000,True,1.00,70,101.83,4172.50,0.60
Greedy Search,100604,125000,True,1.00,72,52.05,2086.25,0.60
Greedy Search,100604,62500,True,1.00,71,25.81,1043.12,0.60
Greedy Search,100604,31250,True,1.00,80,14.41,521.56,0.60
Greedy Search,100604,15625,False,0.71,200,17.13,260.78,0.60
Greedy Search,100604,23438,True,1.00,69,9.51,391.18,0.60
Greedy Search,100604,19532,False,0.83,200,21.74,325.99,0.60
Greedy Search,100604,21485,False,0.91,200,23.71,358.58,0.60
Greedy Search,100604,22462,True,1.00,72,9.41,374.89,0.60
Greedy Search,100604,21974,True,1.00,130,15.85,366.75,0.60
Greedy Search,100604,21730,False,0.90,200,24.02,362.67,0.60
Greedy Search,100604,21852,True,1.00,137,16.58,364.71,0.60
Greedy Search,100604,21791,False,0.90,200,24.13,363.69,0.60
Greedy Search,100604,21822,True,1.00,73,9.27,364.21,0.60
Greedy Search,100604,21807,False,0.93,200,24.02,363.96,0.60
Greedy Search,100604,21815,True,1.00,197,23.41,364.09,0.60
Greedy Search,100604,21811,True,1.00,97,11.97,364.03,0.60
Greedy Search,100604,21809,False,0.90,200,24.16,363.99,0.60
Greedy Search,100604,21810,True,1.00,195,23.15,364.01,0.60
Greedy Search,100700,1000000,True,1.00,76,470.80,16634.00,0.70
Greedy Search,100700,500000,True,1.00,74,223.36,8317.00,0.70
Greedy Search,100700,250000,True,1.00,76,112.09,4158.50,0.70
Greedy Search,100700,125000,True,1.00,76,55.31,2079.25,0.70
Greedy Search,100700,62500,True,1.00,71,26.13,1039.62,0.70
Greedy Search,100700,31250,True,1.00,78,14.30,519.81,0.70
Greedy Search,100700,15625,False,0.74,200,17.75,259.91,0.70
Greedy Search,100700,23438,True,1.00,67,9.40,389.87,0.70
Greedy Search,100700,19532,False,0.90,200,22.01,324.90,0.70
Greedy Search,100700,21485,True,1.00,89,11.16,357.38,0.70
Greedy Search,100700,20509,True,1.00,164,18.74,341.15,0.70
Greedy Search,100700,20021,False,0.96,200,22.97,333.03,0.70
Greedy Search,100700,20265,False,0.91,200,23.15,337.09,0.70
Greedy Search,100700,20387,True,1.00,108,12.81,339.12,0.70
Greedy Search,100700,20326,False,0.89,200,22.93,338.10,0.70
Greedy Search,100700,20357,False,0.89,200,22.96,338.62,0.70
Greedy Search,100700,20372,False,0.89,200,22.97,338.87,0.70
Greedy Search,100700,20380,False,0.90,200,23.09,339.00,0.70
Greedy Search,100700,20384,False,0.93,200,23.08,339.07,0.70
Greedy Search,100700,20386,False,0.91,200,22.78,339.10,0.70
Greedy Search,100701,1000000,True,1.00,72,444.65,16617.00,0.70
Greedy Search,100701,500000,True,1.00,72,215.37,8308.50,0.70
Greedy Search,100701,250000,True,1.00,69,101.89,4154.25,0.70
Greedy Search,100701,125000,True,1.00,66,49.13,2077.12,0.70
Greedy Search,100701,62500,True,1.00,60,22.58,1038.56,0.70
Greedy Search,100701,31250,True,1.00,71,13.21,519.28,0.70
Greedy Search,100701,15625,False,0.72,200,17.60,259.64,0.70
Greedy Search,100701,23438,True,1.00,74,10.18,389.47,0.70
Greedy Search,100701,19532,False,0.84,200,21.93,324.56,0.70
Greedy Search,100701,21485,False,0.89,200,24.06,357.02,0.70
Greedy Search,100701,22462,False,0.90,200,25.15,373.25,0.70
Greedy Search,100701,22950,True,1.00,83,11.03,381.36,0.70
Greedy Search,100701,22706,False,0.92,200,25.31,377.31,0.70
Greedy Search,100701,22828,True,1.00,67,9.08,379.33,0.70
Greedy Search,100701,22767,True,1.00,150,19.06,378.32,0.70
Greedy Search,100701,22737,False,0.92,200,25.44,377.82,0.70
Greedy Search,100701,22752,False,0.90,200,25.47,378.07,0.70
Greedy Search,100701,22760,False,0.92,200,25.27,378.20,0.70
Greedy Search,100701,22764,True,1.00,139,17.68,378.27,0.70
Greedy Search,100701,22762,False,0.93,200,25.43,378.24,0.70
Greedy Search,100701,22763,True,1.00,129,16.50,378.25,0.70
Greedy Search,100702,1000000,True,1.00,74,444.35,16665.00,0.70
Greedy Search,100702,500000,True,1.00,77,224.60,8332.50,0.70
Greedy Search,100702,250000,True,1.00,60,90.13,4166.25,0.70
Greedy Search,100702,125000,True,1.00,66,49.14,2083.12,0.70
Greedy Search,100702,62500,True,1.00,75,27.41,1041.56,0.70
Greedy Search,100702,31250,True,1.00,87,15.73,520.78,0.70
Greedy Search,100702,15625,False,0.71,200,17.45,260.39,0.70
Greedy Search,100702,23438,True,1.00,61,8.69,390.59,0.70
Greedy Search,100702,19532,False,0.84,200,22.19,325.50,0.70
Greedy Search,100702,21485,False,0.95,200,24.07,358.05,0.70
Greedy Search,100702,22462,True,1.00,73,9.69,374.33,0.70
Greedy Search,100702,21974,True,1.00,77,9.98,366.20,0.70
Greedy Search,100702,21730,True,1.00,70,9.04,362.13,0.70
Greedy Search,100702,21608,True,1.00,65,8.44,360.10,0.70
Greedy Search,100702,21547,True,1.00,65,8.38,359.08,0.70
Greedy Search,100702,21516,False,0.94,200,24.17,358.56,0.70
Greedy Search,100702,21532,True,1.00,116,14.36,358.83,0.70
Greedy Search,100702,21524,True,1.00,92,11.51,358.70,0.70
Greedy Search,100702,21520,True,1.00,74,9.50,358.63,0.70
Greedy Search,100702,21518,False,0.92,200,24.28,358.60,0.70
Greedy Search,100702,21519,True,1.00,119,14.59,358.61,0.70
Greedy Search,100703,1000000,True,1.00,74,450.98,16681.00,0.70
Greedy Search,100703,500000,True,1.00,72,215.03,8340.50,0.70
Greedy Search,100703,250000,True,1.00,73,106.01,4170.25,0.70
Greedy Search,100703,125000,True,1.00,72,52.43,2085.12,0.70
Greedy Search,100703,62500,True,1.00,71,26.06,1042.56,0.70
Greedy Search,100703,31250,True,1.00,75,13.72,521.28,0.70
Greedy Search,100703,15625,False,0.70,200,17.37,260.64,0.70
Greedy Search,100703,23438,True,1.00,65,9.14,390.97,0.70
Greedy Search,100703,19532,False,0.83,200,22.12,325.81,0.70
Greedy Search,100703,21485,False,0.89,200,24.01,358.39,0.70
Greedy Search,100703,22462,True,1.00,72,9.57,374.69,0.70
Greedy Search,100703,21974,False,0.96,200,24.26,366.55,0.70
Greedy Search,100703,22218,False,0.90,200,25.20,370.62,0.70
Greedy Search,100703,22340,True,1.00,71,9.41,372.65,0.70
Greedy Search,100703,22279,True,1.00,75,9.83,371.64,0.70
Greedy Search,100703,22249,False,0.92,200,25.13,371.14,0.70
Greedy Search,100703,22264,True,1.00,144,17.91,371.39,0.70
Greedy Search,100703,22257,False,0.93,200,24.89,371.27,0.70
Greedy Search,100703,22261,False,0.91,200,24.95,371.34,0.70
Greedy Search,100703,22263,False,0.96,200,24.47,371.37,0.70
Greedy Search,100704,1000000,True,1.00,71,440.75,16641.00,0.70
Greedy Search,100704,500000,True,1.00,63,192.38,8320.50,0.70
Greedy Search,100704,250000,True,1.00,72,106.30,4160.25,0.70
Greedy Search,100704,125000,True,1.00,70,51.67,2080.12,0.70
Greedy Search,100704,62500,True,1.00,67,24.78,1040.06,0.70
Greedy Search,100704,31250,True,1.00,73,13.35,520.03,0.70
Greedy Search,100704,15625,False,0.76,200,17.16,260.02,0.70
Greedy Search,100704,23438,True,1.00,73,10.03,390.03,0.70
Greedy Search,100704,19532,False,0.81,200,21.77,325.03,0.70
Greedy Search,100704,21485,False,0.91,200,23.91,357.53,0.70
Greedy Search,100704,22462,True,1.00,74,9.72,373.79,0.70
Greedy Search,100704,21974,True,1.00,74,9.52,365.67,0.70
Greedy Search,100704,21730,True,1.00,154,18.59,361.61,0.70
Greedy Search,100704,21608,False,0.91,200,24.13,359.58,0.70
Greedy Search,100704,21669,False,0.92,200,24.16,360.59,0.70
Greedy Search,100704,21700,False,0.93,200,24.00,361.11,0.70
Greedy Search,100704,21715,True,1.00,76,9.69,361.36,0.70
Greedy Search,100704,21708,True,1.00,70,8.96,361.24,0.70
Greedy Search,100704,21704,False,0.92,200,24.20,361.18,0.70
Greedy Search,100704,21706,False,0.92,200,24.17,361.21,0.70
Greedy Search,100704,21707,False,0.91,200,24.49,361.23,0.70
Greedy Search,100800,1000000,True,1.00,65,422.59,16621.00,0.80
Greedy Search,100800,500000,True,1.00,74,230.30,8310.50,0.80
Greedy Search,100800,250000,True,1.00,60,92.62,4155.25,0.80
Greedy Search,100800,125000,True,1.00,71,53.39,2077.62,0.80
Greedy Search,100800,62500,True,1.00,70,26.44,1038.81,0.80
Greedy Search,100800,31250,True,1.00,74,13.92,519.41,0.80
Greedy Search,100800,15625,False,0.74,200,17.82,259.70,0.80
Greedy Search,100800,23438,True,1.00,78,10.97,389.56,0.80
Greedy Search,100800,19532,False,0.83,200,22.66,324.64,0.80
Greedy Search,100800,21485,False,0.92,200,24.55,357.10,0.80
Greedy Search,100800,22462,True,1.00,87,11.59,373.34,0.80
Greedy Search,100800,21974,False,0.90,200,25.10,365.23,0.80
Greedy Search,100800,22218,True,1.00,130,16.62,369.29,0.80
Greedy Search,100800,22096,False,0.92,200,25.03,367.26,0.80
Greedy Search,100800,22157,True,1.00,96,12.49,368.27,0.80
Greedy Search,100800,22127,True,1.00,75,9.99,367.77,0.80
Greedy Search,100800,22112,False,0.93,200,25.17,367.52,0.80
Greedy Search,100800,22120,True,1.00,123,15.76,367.66,0.80
Greedy Search,100800,22116,False,0.91,200,25.40,367.59,0.80
Greedy Search,100800,22118,False,0.92,200,25.35,367.62,0.80
Greedy Search,100800,22119,False,0.94,200,25.11,367.64,0.80
Greedy Search,100801,1000000,True,1.00,72,462.29,16648.00,0.80
Greedy Search,100801,500000,True,1.00,74,228.94,8324.00,0.80
Greedy Search,100801,250000,True,1.00,63,97.96,4162.00,0.80
Greedy Search,100801,125000,True,1.00,68,51.82,2081.00,0.80
Greedy Search,100801,62500,True,1.00,60,23.31,1040.50,0.80
Greedy Search,100801,31250,True,1.00,78,14.71,520.25,0.80
Greedy Search,100801,15625,False,0.68,200,18.24,260.12,0.80
Greedy Search,100801,23438,False,0.94,200,27.28,390.20,0.80
Greedy Search,100801,27344,True,1.00,68,11.48,455.22,0.80
Greedy Search,100801,25391,True,1.00,74,11.41,422.71,0.80
Greedy Search,100801,24415,True,1.00,73,10.87,406.46,0.80
Greedy Search,100801,23927,True,1.00,102,14.50,398.34,0.80
Greedy Search,100801,23683,True,1.00,82,11.72,394.27,0.80
Greedy Search,100801,23561,False,0.94,200,27.22,392.24,0.80
Greedy Search,100801,23622,True,1.00,74,10.76,393.26,0.80
Greedy Search,100801,23592,True,1.00,101,14.28,392.76,0.80
Greedy Search,100801,23577,True,1.00,154,21.21,392.51,0.80
Greedy Search,100801,23569,False,0.93,200,27.28,392.38,0.80
Greedy Search,100801,23573,True,1.00,80,11.44,392.44,0.80
Greedy Search,100801,23571,False,0.93,200,27.17,392.41,0.80
Greedy Search,100801,23572,True,1.00,66,9.72,392.43,0.80
Greedy Search,100802,1000000,True,1.00,71,436.11,16675.00,0.80
Greedy Search,100802,500000,True,1.00,61,187.07,8337.50,0.80
Greedy Search,100802,250000,True,1.00,72,107.68,4168.75,0.80
Greedy Search,100802,125000,True,1.00,72,53.85,2084.38,0.80
Greedy Search,100802,62500,True,1.00,70,26.35,1042.19,0.80
Greedy Search,100802,31250,True,1.00,76,14.12,521.09,0.80
Greedy Search,100802,15625,False,0.71,200,17.48,260.55,0.80
Greedy Search,100802,23438,True,1.00,85,11.65,390.83,0.80
Greedy Search,100802,19532,False,0.81,200,22.27,325.70,0.80
Greedy Search,100802,21485,False,0.93,200,24.18,358.26,0.80
Greedy Search,100802,22462,True,1.00,91,11.98,374.55,0.80
Greedy Search,100802,21974,True,1.00,182,22.37,366.42,0.80
Greedy Search,100802,21730,False,0.91,200,24.81,362.35,0.80
Greedy Search,100802,21852,False,0.96,200,24.79,364.38,0.80
Greedy Search,100802,21913,False,0.91,200,25.34,365.40,0.80
Greedy Search,100802,21944,False,0.90,200,25.15,365.92,0.80
Greedy Search,100802,21959,False,0.93,200,24.91,366.17,0.80
Greedy Search,100802,21967,False,0.96,200,24.87,366.30,0.80
Greedy Search,100802,21971,False,0.88,200,25.57,366.37,0.80
Greedy Search,100802,21973,False,0.96,200,25.02,366.40,0.80
Greedy Search,100803,1000000,True,1.00,73,448.55,16674.00,0.80
Greedy Search,100803,500000,True,1.00,73,218.09,8337.00,0.80
Greedy Search,100803,250000,True,1.00,72,107.91,4168.50,0.80
Greedy Search,100803,125000,True,1.00,73,55.30,2084.25,0.80
Greedy Search,100803,62500,True,1.00,62,23.94,1042.12,0.80
Greedy Search,100803,31250,True,1.00,73,13.87,521.06,0.80
Greedy Search,100803,15625,False,0.68,200,18.07,260.53,0.80
Greedy Search,100803,23438,False,0.87,200,27.25,390.81,0.80
Greedy Search,100803,27344,True,1.00,62,10.60,455.93,0.80
Greedy Search,100803,25391,True,1.00,69,10.79,423.37,0.80
Greedy Search,100803,24415,False,0.93,200,28.04,407.10,0.80
Greedy Search,100803,24903,True,1.00,88,13.23,415.23,0.80
Greedy Search,100803,24659,False,0.94,200,28.62,411.16,0.80
Greedy Search,100803,24781,False,0.94,200,28.77,413.20,0.80
Greedy Search,100803,24842,True,1.00,121,17.74,414.22,0.80
Greedy Search,100803,24812,True,1.00,158,22.90,413.72,0.80
Greedy Search,100803,24797,True,1.00,125,18.25,413.47,0.80
Greedy Search,100803,24789,True,1.00,72,10.99,413.33,0.80
Greedy Search,100803,24785,False,0.94,200,28.61,413.27,0.80
Greedy Search,100803,24787,True,1.00,63,9.78,413.30,0.80
Greedy Search,100803,24786,False,0.94,200,28.59,413.28,0.80
Greedy Search,100804,1000000,True,1.00,73,456.91,16655.00,0.80
Greedy Search,100804,500000,True,1.00,71,212.79,8327.50,0.80
Greedy Search,100804,250000,True,1.00,72,107.07,4163.75,0.80
Greedy Search,100804,125000,True,1.00,74,54.66,2081.88,0.80
Greedy Search,100804,62500,True,1.00,74,27.41,1040.94,0.80
Greedy Search,100804,31250,True,1.00,78,14.53,520.47,0.80
Greedy Search,100804,15625,False,0.73,200,17.99,260.23,0.80
Greedy Search,100804,23438,True,1.00,77,10.90,390.36,0.80
Greedy Search,100804,19532,False,0.82,200,22.70,325.31,0.80
Greedy Search,100804,21485,False,0.87,200,24.80,357.83,0.80
Greedy Search,100804,22462,True,1.00,83,11.15,374.10,0.80
Greedy Search,100804,21974,False,0.89,200,25.47,365.98,0.80
Greedy Search,100804,22218,False,0.94,200,25.35,370.04,0.80
Greedy Search,100804,22340,False,0.89,200,26.02,372.07,0.80
Greedy Search,100804,22401,False,0.90,200,25.78,373.09,0.80
Greedy Search,100804,22432,False,0.96,200,25.39,373.60,0.80
Greedy Search,100804,22447,False,0.90,200,25.67,373.85,0.80
Greedy Search,100804,22455,True,1.00,80,10.71,373.99,0.80
Greedy Search,100804,22451,False,0.94,200,25.36,373.92,0.80
Greedy Search,100804,22453,False,0.92,200,25.46,373.95,0.80
Greedy Search,100804,22454,False,0.93,200,25.50,373.97,0.80
Greedy Search,100900,1000000,True,1.00,73,482.35,16550.00,0.90
Greedy Search,100900,500000,True,1.00,71,228.45,8275.00,0.90
Greedy Search,100900,250000,True,1.00,76,118.72,4137.50,0.90
Greedy Search,100900,125000,True,1.00,72,56.13,2068.75,0.90
Greedy Search,100900,62500,True,1.00,73,28.41,1034.38,0.90
Greedy Search,100900,31250,True,1.00,73,14.39,517.19,0.90
Greedy Search,100900,15625,False,0.67,200,18.35,258.59,0.90
Greedy Search,100900,23438,False,0.87,200,28.00,387.90,0.90
Greedy Search,100900,27344,True,1.00,83,14.03,452.54,0.90
Greedy Search,100900,25391,False,0.95,200,30.02,420.22,0.90
Greedy Search,100900,26368,True,1.00,56,9.63,436.39,0.90
Greedy Search,100900,25880,True,1.00,77,12.50,428.31,0.90
Greedy Search,100900,25636,False,0.92,200,30.54,424.28,0.90
Greedy Search,100900,25758,True,1.00,132,20.46,426.29,0.90
Greedy Search,100900,25697,True,1.00,76,12.22,425.29,0.90
Greedy Search,100900,25667,True,1.00,110,17.15,424.79,0.90
Greedy Search,100900,25652,True,1.00,163,24.85,424.54,0.90
Greedy Search,100900,25644,False,0.95,200,30.51,424.41,0.90
Greedy Search,100900,25648,False,0.95,200,30.43,424.47,0.90
Greedy Search,100900,25650,False,0.94,200,30.34,424.51,0.90
Greedy Search,100900,25651,False,0.92,200,30.60,424.52,0.90
Greedy Search,100901,1000000,True,1.00,74,484.89,16544.00,0.90
Greedy Search,100901,500000,True,1.00,71,227.89,8272.00,0.90
Greedy Search,100901,250000,True,1.00,67,105.77,4136.00,0.90
Greedy Search,100901,125000,True,1.00,66,51.86,2068.00,0.90
Greedy Search,100901,62500,True,1.00,73,28.49,1034.00,0.90
Greedy Search,100901,31250,True,1.00,76,14.77,517.00,0.90
Greedy Search,100901,15625,False,0.64,200,18.48,258.50,0.90
Greedy Search,100901,23438,False,0.88,200,27.73,387.76,0.90
Greedy Search,100901,27344,True,1.00,79,13.30,452.38,0.90
Greedy Search,100901,25391,True,1.00,103,15.85,420.07,0.90
Greedy Search,100901,24415,False,0.92,200,28.76,403.92,0.90
Greedy Search,100901,24903,True,1.00,76,11.76,412.00,0.90
Greedy Search,100901,24659,False,0.92,200,29.08,407.96,0.90
Greedy Search,100901,24781,True,1.00,80,12.33,409.98,0.90
Greedy Search,100901,24720,True,1.00,156,22.89,408.97,0.90
Greedy Search,100901,24690,False,0.91,200,29.21,408.47,0.90
Greedy Search,100901,24705,False,0.93,200,29.27,408.72,0.90
Greedy Search,100901,24713,False,0.92,200,29.40,408.85,0.90
Greedy Search,100901,24717,False,0.91,200,29.42,408.92,0.90
Greedy Search,100901,24719,False,0.91,200,29.29,408.95,0.90
Greedy Search,100902,1000000,True,1.00,73,463.02,16594.00,0.90
Greedy Search,100902,500000,True,1.00,74,229.41,8297.00,0.90
Greedy Search,100902,250000,True,1.00,71,110.20,4148.50,0.90
Greedy Search,100902,125000,True,1.00,71,55.23,2074.25,0.90
Greedy Search,100902,62500,True,1.00,77,29.66,1037.12,0.90
Greedy Search,100902,31250,True,1.00,85,16.34,518.56,0.90
Greedy Search,100902,15625,False,0.71,200,18.26,259.28,0.90
Greedy Search,100902,23438,False,0.89,200,27.81,388.93,0.90
Greedy Search,100902,27344,True,1.00,74,12.69,453.75,0.90
Greedy Search,100902,25391,True,1.00,164,24.62,421.34,0.90
Greedy Search,100902,24415,False,0.90,200,29.19,405.14,0.90
Greedy Search,100902,24903,False,0.91,200,29.49,413.24,0.90
Greedy Search,100902,25147,True,1.00,187,27.67,417.29,0.90
Greedy Search,100902,25025,False,0.93,200,29.72,415.26,0.90
Greedy Search,100902,25086,False,0.91,200,29.70,416.28,0.90
Greedy Search,100902,25117,False,0.94,200,29.93,416.79,0.90
Greedy Search,100902,25132,True,1.00,102,15.57,417.04,0.90
Greedy Search,100902,25125,False,0.96,200,29.52,416.92,0.90
Greedy Search,100902,25129,True,1.00,163,24.20,416.99,0.90
Greedy Search,100902,25127,False,0.93,200,29.85,416.96,0.90
Greedy Search,100902,25128,False,0.91,200,29.98,416.97,0.90
Greedy Search,100903,1000000,True,1.00,72,468.28,16571.00,0.90
Greedy Search,100903,500000,True,1.00,73,225.46,8285.50,0.90
Greedy Search,100903,250000,True,1.00,73,112.34,4142.75,0.90
Greedy Search,100903,125000,True,1.00,64,50.31,2071.38,0.90
Greedy Search,100903,62500,True,1.00,67,26.35,1035.69,0.90
Greedy Search,100903,31250,True,1.00,78,15.13,517.84,0.90
Greedy Search,100903,15625,False,0.66,200,18.73,258.92,0.90
Greedy Search,100903,23438,False,0.89,200,28.81,388.39,0.90
Greedy Search,100903,27344,True,1.00,62,11.10,453.12,0.90
Greedy Search,100903,25391,False,0.94,200,30.63,420.75,0.90
Greedy Search,100903,26368,True,1.00,76,12.86,436.94,0.90
Greedy Search,100903,25880,True,1.00,68,11.39,428.86,0.90
Greedy Search,100903,25636,True,1.00,150,23.47,424.81,0.90
Greedy Search,100903,25514,True,1.00,78,12.69,422.79,0.90
Greedy Search,100903,25453,False,0.93,200,31.30,421.78,0.90
Greedy Search,100903,25484,False,0.94,200,30.62,422.30,0.90
Greedy Search,100903,25499,False,0.93,200,30.78,422.54,0.90
Greedy Search,100903,25507,False,0.92,200,30.77,422.68,0.90
Greedy Search,100903,25511,False,0.93,200,30.69,422.74,0.90
Greedy Search,100903,25513,False,0.94,200,30.84,422.78,0.90
Greedy Search,100904,1000000,True,1.00,62,414.91,16577.00,0.90
