algorithm,seed,n_inequalities,recovered_key,fraction_of_solution_recovered,n_iterations,time_seconds_solve_inequalities,approx_number_of_ciphertexts,scale
Greedy Search,100303,65392,True,1.00,70,28.16,127215.43,0.30
Greedy Search,100303,65391,True,1.00,70,28.07,127213.48,0.30
Greedy Search,100304,1000000,True,1.00,71,440.90,1944562.00,0.30
Greedy Search,100304,500000,True,1.00,71,213.45,972281.00,0.30
Greedy Search,100304,250000,True,1.00,71,105.75,486140.50,0.30
Greedy Search,100304,125000,True,1.00,40,31.99,243070.25,0.30
Greedy Search,100304,62500,False,0.96,200,70.25,121535.12,0.30
Greedy Search,100304,93750,True,1.00,71,39.42,182302.69,0.30
Greedy Search,100304,78125,True,1.00,71,32.85,151918.91,0.30
Greedy Search,100304,70313,False,0.96,200,78.83,136727.99,0.30
Greedy Search,100304,74219,True,1.00,71,31.29,144323.45,0.30
Greedy Search,100304,72266,True,1.00,70,30.11,140525.72,0.30
Greedy Search,100304,71290,True,1.00,71,30.09,138627.82,0.30
Greedy Search,100304,70802,True,1.00,71,29.98,137678.88,0.30
Greedy Search,100304,70558,False,0.96,200,78.19,137204.41,0.30
Greedy Search,100304,70680,True,1.00,71,29.88,137441.64,0.30
Greedy Search,100304,70619,False,0.96,200,78.82,137323.02,0.30
Greedy Search,100304,70650,True,1.00,71,29.86,137383.31,0.30
Greedy Search,100304,70635,True,1.00,60,25.72,137354.14,0.30
Greedy Search,100304,70627,True,1.00,74,31.06,137338.58,0.30
Greedy Search,100304,70623,True,1.00,71,29.78,137330.80,0.30
Greedy Search,100304,70621,True,1.00,71,29.72,137326.91,0.30
Greedy Search,100304,70620,False,0.96,200,78.82,137324.97,0.30
Greedy Search,100400,1000000,True,1.00,50,359.19,1650231.00,0.40
Greedy Search,100400,500000,True,1.00,70,235.60,825115.50,0.40
Greedy Search,100400,250000,True,1.00,70,118.18,412557.75,0.40
Greedy Search,100400,125000,True,1.00,71,60.52,206278.88,0.40
Greedy Search,100400,62500,False,0.84,200,85.03,103139.44,0.40
Greedy Search,100400,93750,False,0.93,200,124.23,154709.16,0.40
Greedy Search,100400,109375,True,1.00,50,39.13,180494.02,0.40
Greedy Search,100400,101563,False,0.96,200,130.61,167602.41,0.40
Greedy Search,100400,105469,False,0.96,200,131.03,174048.21,0.40
Greedy Search,100400,107422,True,1.00,71,50.02,177271.11,0.40
Greedy Search,100400,106446,True,1.00,70,48.80,175660.49,0.40
Greedy Search,100400,105958,False,0.96,200,130.90,174855.18,0.40
Greedy Search,100400,106202,True,1.00,70,48.78,175257.83,0.40
Greedy Search,100400,106080,True,1.00,71,49.41,175056.50,0.40
Greedy Search,100400,106019,True,1.00,71,49.33,174955.84,0.40
Greedy Search,100400,105989,False,0.96,200,130.81,174906.33,0.40
Greedy Search,100400,106004,False,0.97,200,131.02,174931.09,0.40
Greedy Search,100400,106012,False,0.96,200,130.94,174944.29,0.40
Greedy Search,100400,106016,False,0.96,200,130.89,174950.89,0.40
Greedy Search,100400,106018,True,1.00,71,49.33,174954.19,0.40
Greedy Search,100400,106017,True,1.00,71,49.34,174952.54,0.40
Greedy Search,100401,1000000,True,1.00,60,419.11,1653880.00,0.40
Greedy Search,100401,500000,True,1.00,40,145.75,826940.00,0.40
Greedy Search,100401,250000,True,1.00,71,121.60,413470.00,0.40
Greedy Search,100401,125000,True,1.00,71,62.23,206735.00,0.40
Greedy Search,100401,62500,False,0.83,200,88.15,103367.50,0.40
Greedy Search,100401,93750,False,0.91,200,129.10,155051.25,0.40
Greedy Search,100401,109375,False,0.96,200,144.84,180893.12,0.40
Greedy Search,100401,117188,True,1.00,72,58.75,193814.89,0.40
Greedy Search,100401,113282,False,0.96,200,147.32,187354.83,0.40
Greedy Search,100401,115235,False,0.96,200,146.44,190584.86,0.40
Greedy Search,100401,116212,True,1.00,72,56.23,192200.70,0.40
Greedy Search,100401,115724,False,0.96,200,147.19,191393.61,0.40
Greedy Search,100401,115968,False,0.97,200,145.30,191797.16,0.40
Greedy Search,100401,116090,False,0.97,200,145.88,191998.93,0.40
Greedy Search,100401,116151,True,1.00,70,54.35,192099.82,0.40
Greedy Search,100401,116121,False,0.96,200,145.26,192050.20,0.40
Greedy Search,100401,116136,False,0.96,200,144.54,192075.01,0.40
Greedy Search,100401,116144,False,0.96,200,144.29,192088.24,0.40
Greedy Search,100401,116148,False,0.97,200,145.94,192094.85,0.40
Greedy Search,100401,116150,True,1.00,70,54.41,192098.16,0.40
Greedy Search,100401,116149,True,1.00,70,54.46,192096.51,0.40
Greedy Search,100402,1000000,True,1.00,71,492.55,1649531.00,0.40
Greedy Search,100402,500000,True,1.00,71,242.56,824765.50,0.40
Greedy Search,100402,250000,True,1.00,70,119.32,412382.75,0.40
Greedy Search,100402,125000,True,1.00,71,60.64,206191.38,0.40
Greedy Search,100402,62500,False,0.85,200,85.36,103095.69,0.40
Greedy Search,100402,93750,False,0.93,200,125.02,154643.53,0.40
Greedy Search,100402,109375,False,0.96,200,141.67,180417.45,0.40
Greedy Search,100402,117188,True,1.00,60,49.97,193305.24,0.40
Greedy Search,100402,113282,True,1.00,71,55.20,186862.17,0.40
Greedy Search,100402,111329,True,1.00,71,53.94,183640.64,0.40
Greedy Search,100402,110352,False,0.96,200,141.00,182029.04,0.40
Greedy Search,100402,110841,False,0.96,200,141.52,182835.67,0.40
Greedy Search,100402,111085,False,0.96,200,141.71,183238.15,0.40
Greedy Search,100402,111207,False,0.96,200,141.49,183439.39,0.40
Greedy Search,100402,111268,False,0.97,200,141.98,183540.02,0.40
Greedy Search,100402,111299,False,0.96,200,141.31,183591.15,0.40
Greedy Search,100402,111314,True,1.00,72,54.07,183615.89,0.40
Greedy Search,100402,111307,True,1.00,72,54.14,183604.35,0.40
Greedy Search,100402,111303,True,1.00,72,54.27,183597.75,0.40
Greedy Search,100402,111301,False,0.96,200,141.03,183594.45,0.40
Greedy Search,100402,111302,False,0.96,200,141.41,183596.10,0.40
Greedy Search,100403,1000000,True,1.00,71,498.53,1646962.00,0.40
Greedy Search,100403,500000,True,1.00,60,211.51,823481.00,0.40
Greedy Search,100403,250000,True,1.00,70,121.00,411740.50,0.40
Greedy Search,100403,125000,True,1.00,70,60.37,205870.25,0.40
Greedy Search,100403,62500,False,0.86,200,84.29,102935.12,0.40
Greedy Search,100403,93750,False,0.94,200,123.86,154402.69,0.40
Greedy Search,100403,109375,False,0.96,200,142.23,180136.47,0.40
Greedy Search,100403,117188,False,0.96,200,152.17,193004.18,0.40
Greedy Search,100403,121094,True,1.00,71,58.98,199437.22,0.40
Greedy Search,100403,119141,False,0.96,200,154.03,196220.70,0.40
Greedy Search,100403,120118,False,0.97,200,155.58,197829.78,0.40
Greedy Search,100403,120606,False,0.96,200,155.08,198633.50,0.40
Greedy Search,100403,120850,False,0.96,200,156.25,199035.36,0.40
Greedy Search,100403,120972,False,0.96,200,155.82,199236.29,0.40
Greedy Search,100403,121033,False,0.96,200,155.11,199336.75,0.40
Greedy Search,100403,121064,False,0.97,200,156.61,199387.81,0.40
Greedy Search,100403,121079,False,0.97,200,156.99,199412.51,0.40
Greedy Search,100403,121087,False,0.97,200,156.63,199425.69,0.40
Greedy Search,100403,121091,False,0.97,200,152.68,199432.28,0.40
Greedy Search,100403,121093,False,0.97,200,152.30,199435.57,0.40
Greedy Search,100404,1000000,True,1.00,60,417.20,1648257.00,0.40
Greedy Search,100404,500000,True,1.00,70,233.85,824128.50,0.40
Greedy Search,100404,250000,True,1.00,41,73.57,412064.25,0.40
Greedy Search,100404,125000,True,1.00,70,58.87,206032.12,0.40
Greedy Search,100404,62500,False,0.84,200,83.06,103016.06,0.40
Greedy Search,100404,93750,False,0.94,200,119.80,154524.09,0.40
Greedy Search,100404,109375,False,0.96,200,138.23,180278.11,0.40
Greedy Search,100404,117188,True,1.00,70,54.55,193155.94,0.40
Greedy Search,100404,113282,False,0.96,200,142.58,186717.85,0.40
Greedy Search,100404,115235,True,1.00,71,54.34,189936.90,0.40
Greedy Search,100404,114259,False,0.96,200,143.14,188328.20,0.40
Greedy Search,100404,114747,False,0.96,200,144.71,189132.55,0.40
Greedy Search,100404,114991,False,0.97,200,143.39,189534.72,0.40
Greedy Search,100404,115113,False,0.96,200,144.13,189735.81,0.40
Greedy Search,100404,115174,False,0.97,200,144.59,189836.35,0.40
Greedy Search,100404,115205,True,1.00,71,54.30,189887.45,0.40
Greedy Search,100404,115190,True,1.00,70,53.59,189862.72,0.40
Greedy Search,100404,115182,True,1.00,70,53.56,189849.54,0.40
Greedy Search,100404,115178,False,0.96,200,144.15,189842.94,0.40
Greedy Search,100404,115180,True,1.00,70,53.55,189846.24,0.40
Greedy Search,100404,115179,True,1.00,70,53.49,189844.59,0.40
Greedy Search,100500,1000000,True,1.00,70,510.90,1434134.00,0.50
Greedy Search,100500,500000,True,1.00,70,249.80,717067.00,0.50
Greedy Search,100500,250000,True,1.00,71,125.98,358533.50,0.50
Greedy Search,100500,125000,False,0.91,200,177.86,179266.75,0.50
Greedy Search,100500,187500,True,1.00,70,95.49,268900.12,0.50
Greedy Search,100500,156250,False,0.96,200,216.96,224083.44,0.50
Greedy Search,100500,171875,True,1.00,71,87.37,246491.78,0.50
Greedy Search,100500,164063,True,1.00,70,82.75,235288.33,0.50
Greedy Search,100500,160157,False,0.95,200,217.55,229686.60,0.50
Greedy Search,100500,162110,False,0.96,200,220.24,232487.46,0.50
Greedy Search,100500,163087,False,0.96,200,221.20,233888.61,0.50
Greedy Search,100500,163575,False,0.96,200,223.63,234588.47,0.50
Greedy Search,100500,163819,False,0.96,200,222.17,234938.40,0.50
Greedy Search,100500,163941,False,0.96,200,223.98,235113.36,0.50
Greedy Search,100500,164002,False,0.96,200,222.73,235200.84,0.50
Greedy Search,100500,164033,False,0.96,200,224.39,235245.30,0.50
Greedy Search,100500,164048,False,0.95,200,227.03,235266.81,0.50
Greedy Search,100500,164056,False,0.95,200,227.87,235278.29,0.50
Greedy Search,100500,164060,False,0.95,200,231.38,235284.02,0.50
Greedy Search,100500,164062,False,0.96,200,229.00,235286.89,0.50
Greedy Search,100501,1000000,True,1.00,30,245.58,1435627.00,0.50
Greedy Search,100501,500000,True,1.00,71,257.15,717813.50,0.50
Greedy Search,100501,250000,True,1.00,71,128.11,358906.75,0.50
Greedy Search,100501,125000,False,0.94,200,174.07,179453.38,0.50
Greedy Search,100501,187500,True,1.00,60,82.57,269180.06,0.50
Greedy Search,100501,156250,False,0.96,200,220.20,224316.72,0.50
Greedy Search,100501,171875,False,0.97,200,240.48,246748.39,0.50
Greedy Search,100501,179688,True,1.00,60,80.42,257964.94,0.50
Greedy Search,100501,175782,True,1.00,61,79.75,252357.39,0.50
Greedy Search,100501,173829,True,1.00,71,90.00,249553.61,0.50
Greedy Search,100501,172852,True,1.00,67,84.93,248151.00,0.50
Greedy Search,100501,172364,True,1.00,70,87.14,247450.41,0.50
Greedy Search,100501,172120,False,0.97,200,231.42,247100.12,0.50
Greedy Search,100501,172242,False,0.97,200,231.78,247275.27,0.50
Greedy Search,100501,172303,False,0.96,200,230.74,247362.84,0.50
Greedy Search,100501,172334,True,1.00,60,75.02,247407.34,0.50
Greedy Search,100501,172319,False,0.97,200,230.98,247385.81,0.50
Greedy Search,100501,172327,True,1.00,61,76.69,247397.29,0.50
Greedy Search,100501,172323,False,0.97,200,231.57,247391.55,0.50
Greedy Search,100501,172325,False,0.97,200,231.44,247394.42,0.50
Greedy Search,100501,172326,False,0.97,200,233.92,247395.86,0.50
Greedy Search,100502,1000000,True,1.00,71,527.41,1431389.00,0.50
Greedy Search,100502,500000,True,1.00,70,256.97,715694.50,0.50
Greedy Search,100502,250000,True,1.00,71,130.67,357847.25,0.50
Greedy Search,100502,125000,False,0.92,200,178.31,178923.62,0.50
Greedy Search,100502,187500,True,1.00,70,97.31,268385.44,0.50
Greedy Search,100502,156250,False,0.96,200,221.63,223654.53,0.50
Greedy Search,100502,171875,True,1.00,71,90.91,246019.98,0.50
Greedy Search,100502,164063,False,0.96,200,226.09,234837.97,0.50
Greedy Search,100502,167969,True,1.00,70,86.63,240428.98,0.50
Greedy Search,100502,166016,True,1.00,71,86.76,237633.48,0.50
Greedy Search,100502,165040,False,0.96,200,226.61,236236.44,0.50
Greedy Search,100502,165528,True,1.00,78,93.67,236934.96,0.50
Greedy Search,100502,165284,False,0.96,200,225.86,236585.70,0.50
Greedy Search,100502,165406,True,1.00,71,85.36,236760.33,0.50
Greedy Search,100502,165345,True,1.00,71,85.41,236673.01,0.50
Greedy Search,100502,165315,False,0.96,200,226.32,236630.07,0.50
Greedy Search,100502,165330,False,0.96,200,225.82,236651.54,0.50
Greedy Search,100502,165338,True,1.00,71,85.86,236662.99,0.50
Greedy Search,100502,165334,True,1.00,71,86.34,236657.27,0.50
Greedy Search,100502,165332,False,0.96,200,227.32,236654.41,0.50
Greedy Search,100502,165333,True,1.00,71,86.51,236655.84,0.50
Greedy Search,100503,1000000,True,1.00,70,522.83,1431082.00,0.50
Greedy Search,100503,500000,True,1.00,60,225.07,715541.00,0.50
Greedy Search,100503,250000,True,1.00,71,130.72,357770.50,0.50
Greedy Search,100503,125000,False,0.92,200,176.16,178885.25,0.50
Greedy Search,100503,187500,False,0.96,200,255.48,268327.88,0.50
Greedy Search,100503,218750,True,1.00,63,100.75,313049.19,0.50
Greedy Search,100503,203125,False,0.97,200,277.34,290688.53,0.50
Greedy Search,100503,210938,False,0.97,200,285.95,301869.57,0.50
Greedy Search,100503,214844,False,0.97,200,293.83,307459.38,0.50
Greedy Search,100503,216797,False,0.96,200,294.41,310254.28,0.50
Greedy Search,100503,217774,True,1.00,73,115.31,311652.45,0.50
Greedy Search,100503,217286,False,0.96,200,296.38,310954.08,0.50
Greedy Search,100503,217530,False,0.97,200,295.70,311303.27,0.50
Greedy Search,100503,217652,True,1.00,66,104.54,311477.86,0.50
Greedy Search,100503,217591,False,0.97,200,295.89,311390.56,0.50
Greedy Search,100503,217622,False,0.97,200,295.74,311434.93,0.50
Greedy Search,100503,217637,False,0.97,200,293.46,311456.39,0.50
Greedy Search,100503,217645,True,1.00,66,103.42,311467.84,0.50
Greedy Search,100503,217641,False,0.97,200,291.56,311462.12,0.50
Greedy Search,100503,217643,False,0.97,200,291.40,311464.98,0.50
Greedy Search,100503,217644,False,0.96,200,290.96,311466.41,0.50
Greedy Search,100504,1000000,True,1.00,60,446.95,1433115.00,0.50
Greedy Search,100504,500000,True,1.00,70,251.02,716557.50,0.50
Greedy Search,100504,250000,True,1.00,71,127.11,358278.75,0.50
Greedy Search,100504,125000,False,0.92,200,176.37,179139.38,0.50
Greedy Search,100504,187500,True,1.00,70,94.94,268709.06,0.50
Greedy Search,100504,156250,False,0.95,200,213.50,223924.22,0.50
Greedy Search,100504,171875,False,0.96,200,232.54,246316.64,0.50
Greedy Search,100504,179688,False,0.97,200,240.30,257513.57,0.50
Greedy Search,100504,183594,True,1.00,70,91.64,263111.32,0.50
Greedy Search,100504,181641,True,1.00,70,90.77,260312.44,0.50
Greedy Search,100504,180665,False,0.97,200,241.90,258913.72,0.50
Greedy Search,100504,181153,True,1.00,70,90.51,259613.08,0.50
Greedy Search,100504,180909,True,1.00,71,91.48,259263.40,0.50
Greedy Search,100504,180787,True,1.00,70,90.32,259088.56,0.50
Greedy Search,100504,180726,True,1.00,60,78.76,259001.14,0.50
Greedy Search,100504,180696,True,1.00,70,90.33,258958.15,0.50
Greedy Search,100504,180681,False,0.96,200,241.47,258936.65,0.50
Greedy Search,100504,180689,False,0.96,200,241.37,258948.12,0.50
Greedy Search,100504,180693,True,1.00,70,90.26,258953.85,0.50
Greedy Search,100504,180691,True,1.00,70,90.26,258950.98,0.50
Greedy Search,100504,180690,False,0.96,200,241.33,258949.55,0.50
Greedy Search,100600,1000000,True,1.00,71,561.29,1240885.00,0.60
Greedy Search,100600,500000,True,1.00,50,204.79,620442.50,0.60
Greedy Search,100600,250000,False,0.96,200,384.46,310221.25,0.60
Greedy Search,100600,375000,True,1.00,71,219.81,465331.88,0.60
Greedy Search,100600,312500,True,1.00,66,172.26,387776.56,0.60
Greedy Search,100600,281250,False,0.96,200,428.88,348998.91,0.60
Greedy Search,100600,296875,False,0.96,200,440.25,368387.73,0.60
Greedy Search,100600,304688,True,1.00,60,144.38,378082.77,0.60
Greedy Search,100600,300782,True,1.00,70,164.26,373235.87,0.60
Greedy Search,100600,298829,True,1.00,61,144.75,370812.42,0.60
Greedy Search,100600,297852,False,0.96,200,437.99,369600.08,0.60
Greedy Search,100600,298341,False,0.96,200,445.64,370206.87,0.60
Greedy Search,100600,298585,True,1.00,71,169.04,370509.65,0.60
Greedy Search,100600,298463,True,1.00,71,169.48,370358.26,0.60
Greedy Search,100600,298402,True,1.00,60,145.91,370282.57,0.60
Greedy Search,100600,298372,False,0.96,200,456.90,370245.34,0.60
Greedy Search,100600,298387,True,1.00,61,148.17,370263.95,0.60
Greedy Search,100600,298380,True,1.00,70,167.58,370255.27,0.60
Greedy Search,100600,298376,False,0.96,200,450.18,370250.30,0.60
Greedy Search,100600,298378,True,1.00,71,168.42,370252.78,0.60
Greedy Search,100600,298377,False,0.96,200,448.32,370251.54,0.60
Greedy Search,100601,1000000,True,1.00,40,337.84,1239667.00,0.60
Greedy Search,100601,500000,True,1.00,60,238.59,619833.50,0.60
Greedy Search,100601,250000,False,0.96,200,380.40,309916.75,0.60
Greedy Search,100601,375000,True,1.00,60,184.22,464875.12,0.60
Greedy Search,100601,312500,False,0.97,200,486.43,387395.94,0.60
Greedy Search,100601,343750,False,0.96,200,513.01,426135.53,0.60
Greedy Search,100601,359375,False,0.96,200,525.18,445505.33,0.60
Greedy Search,100601,367188,True,1.00,71,203.49,455190.85,0.60
Greedy Search,100601,363282,True,1.00,70,198.87,450348.71,0.60
Greedy Search,100601,361329,True,1.00,70,197.47,447927.64,0.60
Greedy Search,100601,360352,True,1.00,71,200.62,446716.48,0.60
Greedy Search,100601,359864,True,1.00,72,206.07,446111.53,0.60
Greedy Search,100601,359620,False,0.96,200,539.31,445809.05,0.60
Greedy Search,100601,359742,False,0.96,200,549.93,445960.29,0.60
Greedy Search,100601,359803,True,1.00,72,207.81,446035.91,0.60
Greedy Search,100601,359773,True,1.00,71,205.49,445998.72,0.60
Greedy Search,100601,359758,False,0.96,200,536.52,445980.12,0.60
Greedy Search,100601,359766,False,0.96,200,535.01,445990.04,0.60
Greedy Search,100601,359770,True,1.00,71,202.91,445995.00,0.60
Greedy Search,100601,359768,True,1.00,71,203.69,445992.52,0.60
Greedy Search,100601,359767,True,1.00,71,201.01,445991.28,0.60
Greedy Search,100602,1000000,True,1.00,70,547.71,1238581.00,0.60
Greedy Search,100602,500000,True,1.00,71,274.50,619290.50,0.60
Greedy Search,100602,250000,False,0.95,200,379.10,309645.25,0.60
Greedy Search,100602,375000,True,1.00,71,211.31,464467.88,0.60
Greedy Search,100602,312500,False,0.96,200,466.89,387056.56,0.60
Greedy Search,100602,343750,False,0.97,200,502.98,425762.22,0.60
Greedy Search,100602,359375,False,0.97,200,521.89,445115.05,0.60
Greedy Search,100602,367188,False,0.96,200,533.80,454792.08,0.60
Greedy Search,100602,371094,False,0.97,200,541.77,459629.98,0.60
Greedy Search,100602,373047,True,1.00,71,206.31,462048.93,0.60
Greedy Search,100602,372071,False,0.96,200,545.64,460840.07,0.60
Greedy Search,100602,372559,False,0.97,200,540.60,461444.50,0.60
Greedy Search,100602,372803,False,0.96,200,541.08,461746.71,0.60
Greedy Search,100602,372925,False,0.97,200,542.15,461897.82,0.60
Greedy Search,100602,372986,False,0.97,200,538.72,461973.37,0.60
Greedy Search,100602,373017,False,0.97,200,536.32,462011.77,0.60
Greedy Search,100602,373032,False,0.96,200,534.68,462030.35,0.60
Greedy Search,100602,373040,False,0.97,200,535.37,462040.26,0.60
Greedy Search,100602,373044,True,1.00,71,202.05,462045.21,0.60
Greedy Search,100602,373042,False,0.97,200,534.88,462042.73,0.60
Greedy Search,100602,373043,True,1.00,71,201.91,462043.97,0.60
Greedy Search,100603,1000000,True,1.00,70,565.35,1239419.00,0.60
Greedy Search,100603,500000,True,1.00,70,280.51,619709.50,0.60
Greedy Search,100603,250000,False,0.96,200,388.33,309854.75,0.60
Greedy Search,100603,375000,True,1.00,71,211.93,464782.12,0.60
Greedy Search,100603,312500,True,1.00,71,177.67,387318.44,0.60
Greedy Search,100603,281250,True,1.00,70,157.10,348586.59,0.60
Greedy Search,100603,265625,False,0.96,200,403.18,329220.67,0.60
Greedy Search,100603,273438,False,0.96,200,414.72,338904.25,0.60
Greedy Search,100603,277344,True,1.00,70,153.58,343745.42,0.60
Greedy Search,100603,275391,True,1.00,71,154.96,341324.84,0.60
Greedy Search,100603,274415,False,0.96,200,416.06,340115.16,0.60
Greedy Search,100603,274903,True,1.00,70,149.81,340720.00,0.60
Greedy Search,100603,274659,False,0.96,200,402.76,340417.58,0.60
Greedy Search,100603,274781,False,0.96,200,402.12,340568.79,0.60
Greedy Search,100603,274842,False,0.96,200,400.34,340644.40,0.60
Greedy Search,100603,274873,True,1.00,93,193.00,340682.82,0.60
Greedy Search,100603,274858,True,1.00,87,181.97,340664.23,0.60
Greedy Search,100603,274850,True,1.00,71,150.90,340654.31,0.60
Greedy Search,100603,274846,True,1.00,70,148.85,340649.35,0.60
Greedy Search,100603,274844,False,0.96,200,399.32,340646.88,0.60
Greedy Search,100603,274845,False,0.96,200,398.72,340648.12,0.60
Greedy Search,100604,1000000,True,1.00,71,574.74,1238498.00,0.60
Greedy Search,100604,500000,True,1.00,70,271.36,619249.00,0.60
Greedy Search,100604,250000,False,0.96,200,371.85,309624.50,0.60
Greedy Search,100604,375000,True,1.00,60,176.85,464436.75,0.60
Greedy Search,100604,312500,True,1.00,71,171.31,387030.62,0.60
Greedy Search,100604,281250,True,1.00,71,154.02,348327.56,0.60
Greedy Search,100604,265625,False,0.96,200,389.31,328976.03,0.60
Greedy Search,100604,273438,False,0.97,200,398.62,338652.42,0.60
Greedy Search,100604,277344,True,1.00,71,151.82,343489.99,0.60
Greedy Search,100604,275391,False,0.96,200,397.70,341071.20,0.60
Greedy Search,100604,276368,False,0.96,200,398.74,342281.22,0.60
Greedy Search,100604,276856,False,0.96,200,402.62,342885.60,0.60
Greedy Search,100604,277100,False,0.96,200,399.52,343187.80,0.60
Greedy Search,100604,277222,True,1.00,70,149.61,343338.89,0.60
Greedy Search,100604,277161,True,1.00,71,151.34,343263.34,0.60
Greedy Search,100604,277131,False,0.96,200,402.34,343226.19,0.60
Greedy Search,100604,277146,False,0.96,200,399.82,343244.77,0.60
Greedy Search,100604,277154,False,0.96,200,399.60,343254.67,0.60
Greedy Search,100604,277158,True,1.00,71,151.31,343259.63,0.60
Greedy Search,100604,277156,False,0.96,200,399.57,343257.15,0.60
Greedy Search,100604,277157,True,1.00,71,151.36,343258.39,0.60
Greedy Search,100700,1000000,True,1.00,71,611.20,1060146.00,0.70
Greedy Search,100700,500000,False,0.95,200,840.90,530073.00,0.70
Greedy Search,100700,750000,False,0.97,200,1241.98,795109.50,0.70
Greedy Search,100700,875000,True,1.00,70,526.02,927627.75,0.70
Greedy Search,100700,812500,False,0.97,200,1348.31,861368.62,0.70
Greedy Search,100700,843750,True,1.00,71,538.75,894498.19,0.70
Greedy Search,100700,828125,True,1.00,60,450.27,877933.41,0.70
Greedy Search,100700,820313,True,1.00,70,504.02,869651.55,0.70
Greedy Search,100700,816407,True,1.00,70,498.98,865510.62,0.70
Greedy Search,100700,814454,True,1.00,71,503.14,863440.15,0.70
Greedy Search,100700,813477,False,0.97,200,1300.06,862404.39,0.70
Greedy Search,100700,813966,False,0.97,200,1287.04,862922.80,0.70
Greedy Search,100700,814210,True,1.00,71,483.88,863181.47,0.70
Greedy Search,100700,814088,True,1.00,70,476.71,863052.14,0.70
Greedy Search,100700,814027,True,1.00,70,477.42,862987.47,0.70
Greedy Search,100700,813997,False,0.97,200,1282.49,862955.66,0.70
Greedy Search,100700,814012,True,1.00,70,477.32,862971.57,0.70
Greedy Search,100700,814005,False,0.97,200,1282.62,862964.14,0.70
Greedy Search,100700,814009,True,1.00,70,476.84,862968.39,0.70
Greedy Search,100700,814007,True,1.00,70,476.92,862966.27,0.70
Greedy Search,100700,814006,True,1.00,70,476.90,862965.20,0.70
Greedy Search,100701,1000000,True,1.00,70,598.42,1056579.00,0.70
Greedy Search,100701,500000,False,0.97,200,820.51,528289.50,0.70
Greedy Search,100701,750000,True,1.00,71,476.88,792434.25,0.70
Greedy Search,100701,625000,True,1.00,70,377.06,660361.88,0.70
Greedy Search,100701,562500,True,1.00,71,338.24,594325.69,0.70
Greedy Search,100701,531250,False,0.97,200,851.27,561307.59,0.70
Greedy Search,100701,546875,True,1.00,70,330.08,577816.64,0.70
Greedy Search,100701,539063,True,1.00,70,327.46,569562.65,0.70
Greedy Search,100701,535157,True,1.00,72,335.69,565435.65,0.70
Greedy Search,100701,533204,False,0.97,200,886.80,563372.15,0.70
Greedy Search,100701,534181,False,0.97,200,874.66,564404.43,0.70
Greedy Search,100701,534669,True,1.00,71,328.79,564920.04,0.70
Greedy Search,100701,534425,True,1.00,71,330.79,564662.23,0.70
Greedy Search,100701,534303,True,1.00,71,323.49,564533.33,0.70
Greedy Search,100701,534242,True,1.00,70,317.43,564468.88,0.70
Greedy Search,100701,534212,False,0.97,200,851.51,564437.18,0.70
Greedy Search,100701,534227,True,1.00,70,313.66,564453.03,0.70
Greedy Search,100701,534220,True,1.00,71,317.24,564445.63,0.70
Greedy Search,100701,534216,True,1.00,71,316.88,564441.41,0.70
Greedy Search,100701,534214,True,1.00,71,316.34,564439.29,0.70
Greedy Search,100701,534213,True,1.00,71,316.06,564438.24,0.70
Greedy Search,100702,1000000,True,1.00,70,603.34,1058713.00,0.70
Greedy Search,100702,500000,False,0.95,200,829.82,529356.50,0.70
Greedy Search,100702,750000,True,1.00,70,463.32,794034.75,0.70
Greedy Search,100702,625000,False,0.97,200,1010.35,661695.62,0.70
Greedy Search,100702,687500,False,0.97,200,1115.63,727865.19,0.70
Greedy Search,100702,718750,True,1.00,60,374.05,760949.97,0.70
Greedy Search,100702,703125,True,1.00,71,426.81,744407.58,0.70
Greedy Search,100702,695313,True,1.00,64,381.87,736136.91,0.70
Greedy Search,100702,691407,False,0.97,200,1103.21,732001.58,0.70
Greedy Search,100702,693360,True,1.00,71,413.30,734069.25,0.70
Greedy Search,100702,692384,False,0.97,200,1100.74,733035.94,0.70
Greedy Search,100702,692872,False,0.97,200,1098.88,733552.59,0.70
Greedy Search,100702,693116,False,0.97,200,1095.24,733810.92,0.70
Greedy Search,100702,693238,False,0.97,200,1092.52,733940.08,0.70
Greedy Search,100702,693299,True,1.00,77,441.52,734004.66,0.70
Greedy Search,100702,693269,False,0.97,200,1092.84,733972.90,0.70
Greedy Search,100702,693284,False,0.97,200,1093.15,733988.78,0.70
Greedy Search,100702,693292,True,1.00,77,441.73,733997.25,0.70
Greedy Search,100702,693288,True,1.00,77,441.58,733993.02,0.70
Greedy Search,100702,693286,False,0.97,200,1097.01,733990.90,0.70
Greedy Search,100702,693287,False,0.97,200,1123.71,733991.96,0.70
Greedy Search,100703,1000000,True,1.00,60,535.64,1057771.00,0.70
Greedy Search,100703,500000,False,0.96,200,838.93,528885.50,0.70
Greedy Search,100703,750000,True,1.00,71,458.64,793328.25,0.70
Greedy Search,100703,625000,True,1.00,70,375.28,661106.88,0.70
Greedy Search,100703,562500,False,0.96,200,946.37,594996.19,0.70
Greedy Search,100703,593750,False,0.95,200,989.81,628051.53,0.70
Greedy Search,100703,609375,False,0.96,200,991.89,644579.20,0.70
Greedy Search,100703,617188,False,0.96,200,987.61,652843.57,0.70
Greedy Search,100703,621094,False,0.96,200,998.28,656975.22,0.70
