algorithm,seed,n_inequalities,recovered_key,fraction_of_solution_recovered,n_iterations,time_seconds_solve_inequalities,approx_number_of_ciphertexts,confusion_matrix
Greedy Search,100200,35157,True,1.00,71,13.42,78184.00,../../data/gaussian_confusion_matrices/scale_0.20.csv
Greedy Search,100200,33204,False,0.96,200,33.58,73840.82,../../data/gaussian_confusion_matrices/scale_0.20.csv
Greedy Search,100200,34181,True,1.00,70,12.90,76013.52,../../data/gaussian_confusion_matrices/scale_0.20.csv
Greedy Search,100200,33693,True,1.00,70,12.72,74928.28,../../data/gaussian_confusion_matrices/scale_0.20.csv
Greedy Search,100200,33449,True,1.00,71,12.80,74385.66,../../data/gaussian_confusion_matrices/scale_0.20.csv
Greedy Search,100200,33327,False,0.96,200,33.92,74114.35,../../data/gaussian_confusion_matrices/scale_0.20.csv
Greedy Search,100200,33388,True,1.00,71,12.91,74250.00,../../data/gaussian_confusion_matrices/scale_0.20.csv
Greedy Search,100200,33358,True,1.00,60,11.07,74183.29,../../data/gaussian_confusion_matrices/scale_0.20.csv
Greedy Search,100200,33343,True,1.00,71,12.89,74149.93,../../data/gaussian_confusion_matrices/scale_0.20.csv
Greedy Search,100200,33335,True,1.00,51,9.63,74132.14,../../data/gaussian_confusion_matrices/scale_0.20.csv
Greedy Search,100200,33331,True,1.00,70,12.69,74123.24,../../data/gaussian_confusion_matrices/scale_0.20.csv
Greedy Search,100200,33329,True,1.00,71,12.81,74118.80,../../data/gaussian_confusion_matrices/scale_0.20.csv
Greedy Search,100200,33328,False,0.96,200,33.78,74116.57,../../data/gaussian_confusion_matrices/scale_0.20.csv
algorithm,seed,n_inequalities,recovered_key,fraction_of_solution_recovered,n_iterations,time_seconds_solve_inequalities,approx_number_of_ciphertexts,confusion_matrix
Greedy Search,100201,1000000,True,1.00,70,413.16,2230492.00,../../data/gaussian_confusion_matrices/scale_0.20.csv
Greedy Search,100201,500000,True,1.00,50,147.99,1115246.00,../../data/gaussian_confusion_matrices/scale_0.20.csv
Greedy Search,100201,250000,True,1.00,50,72.96,557623.00,../../data/gaussian_confusion_matrices/scale_0.20.csv
Greedy Search,100201,125000,True,1.00,70,48.09,278811.50,../../data/gaussian_confusion_matrices/scale_0.20.csv
Greedy Search,100201,62500,True,1.00,50,17.93,139405.75,../../data/gaussian_confusion_matrices/scale_0.20.csv
Greedy Search,100201,31250,True,1.00,71,12.09,69702.88,../../data/gaussian_confusion_matrices/scale_0.20.csv
Greedy Search,100201,15625,False,0.62,200,16.09,34851.44,../../data/gaussian_confusion_matrices/scale_0.20.csv
Greedy Search,100201,23438,False,0.80,200,24.71,52278.27,../../data/gaussian_confusion_matrices/scale_0.20.csv
Greedy Search,100201,27344,False,0.87,200,28.24,60990.57,../../data/gaussian_confusion_matrices/scale_0.20.csv
Greedy Search,100201,29297,False,0.91,200,30.16,65346.72,../../data/gaussian_confusion_matrices/scale_0.20.csv
Greedy Search,100201,30274,False,0.94,200,31.01,67525.91,../../data/gaussian_confusion_matrices/scale_0.20.csv
Greedy Search,100201,30762,True,1.00,70,11.63,68614.39,../../data/gaussian_confusion_matrices/scale_0.20.csv
Greedy Search,100201,30518,False,0.95,200,30.94,68070.15,../../data/gaussian_confusion_matrices/scale_0.20.csv
Greedy Search,100201,30640,True,1.00,71,11.75,68342.27,../../data/gaussian_confusion_matrices/scale_0.20.csv
Greedy Search,100201,30579,False,0.93,200,31.30,68206.21,../../data/gaussian_confusion_matrices/scale_0.20.csv
Greedy Search,100201,30610,True,1.00,71,11.77,68275.36,../../data/gaussian_confusion_matrices/scale_0.20.csv
Greedy Search,100201,30595,False,0.95,200,31.32,68241.90,../../data/gaussian_confusion_matrices/scale_0.20.csv
Greedy Search,100201,30603,False,0.93,200,31.47,68259.75,../../data/gaussian_confusion_matrices/scale_0.20.csv
Greedy Search,100201,30607,True,1.00,71,11.78,68268.67,../../data/gaussian_confusion_matrices/scale_0.20.csv
Greedy Search,100201,30605,True,1.00,71,11.76,68264.21,../../data/gaussian_confusion_matrices/scale_0.20.csv
Greedy Search,100201,30604,False,0.93,200,31.28,68261.98,../../data/gaussian_confusion_matrices/scale_0.20.csv
algorithm,seed,n_inequalities,recovered_key,fraction_of_solution_recovered,n_iterations,time_seconds_solve_inequalities,approx_number_of_ciphertexts,confusion_matrix
Greedy Search,100202,1000000,True,1.00,70,398.98,2221668.00,../../data/gaussian_confusion_matrices/scale_0.20.csv
Greedy Search,100202,500000,True,1.00,20,67.35,1110834.00,../../data/gaussian_confusion_matrices/scale_0.20.csv
Greedy Search,100202,250000,True,1.00,71,97.26,555417.00,../../data/gaussian_confusion_matrices/scale_0.20.csv
Greedy Search,100202,125000,True,1.00,70,48.02,277708.50,../../data/gaussian_confusion_matrices/scale_0.20.csv
Greedy Search,100202,62500,True,1.00,71,24.32,138854.25,../../data/gaussian_confusion_matrices/scale_0.20.csv
Greedy Search,100202,31250,False,0.93,200,33.00,69427.12,../../data/gaussian_confusion_matrices/scale_0.20.csv
Greedy Search,100202,46875,True,1.00,70,18.17,104140.69,../../data/gaussian_confusion_matrices/scale_0.20.csv
Greedy Search,100202,39063,True,1.00,70,15.16,86785.02,../../data/gaussian_confusion_matrices/scale_0.20.csv
Greedy Search,100202,35157,True,1.00,61,11.94,78107.18,../../data/gaussian_confusion_matrices/scale_0.20.csv
Greedy Search,100202,33204,False,0.95,200,34.43,73768.26,../../data/gaussian_confusion_matrices/scale_0.20.csv
Greedy Search,100202,34181,True,1.00,60,11.52,75938.83,../../data/gaussian_confusion_matrices/scale_0.20.csv
Greedy Search,100202,33693,False,0.95,200,34.50,74854.66,../../data/gaussian_confusion_matrices/scale_0.20.csv
Greedy Search,100202,33937,True,1.00,71,13.01,75396.75,../../data/gaussian_confusion_matrices/scale_0.20.csv
Greedy Search,100202,33815,True,1.00,71,12.94,75125.70,../../data/gaussian_confusion_matrices/scale_0.20.csv
Greedy Search,100202,33754,True,1.00,70,12.71,74990.18,../../data/gaussian_confusion_matrices/scale_0.20.csv
Greedy Search,100202,33724,True,1.00,70,12.73,74923.53,../../data/gaussian_confusion_matrices/scale_0.20.csv
Greedy Search,100202,33709,False,0.96,200,34.20,74890.21,../../data/gaussian_confusion_matrices/scale_0.20.csv
Greedy Search,100202,33717,True,1.00,71,12.80,74907.98,../../data/gaussian_confusion_matrices/scale_0.20.csv
Greedy Search,100202,33713,True,1.00,70,12.65,74899.09,../../data/gaussian_confusion_matrices/scale_0.20.csv
Greedy Search,100202,33711,False,0.96,200,34.21,74894.65,../../data/gaussian_confusion_matrices/scale_0.20.csv
Greedy Search,100202,33712,True,1.00,70,12.70,74896.87,../../data/gaussian_confusion_matrices/scale_0.20.csv
algorithm,seed,n_inequalities,recovered_key,fraction_of_solution_recovered,n_iterations,time_seconds_solve_inequalities,approx_number_of_ciphertexts,confusion_matrix
Greedy Search,100203,1000000,True,1.00,71,406.52,2223021.00,../../data/gaussian_confusion_matrices/scale_0.20.csv
Greedy Search,100203,500000,True,1.00,71,195.33,1111510.50,../../data/gaussian_confusion_matrices/scale_0.20.csv
Greedy Search,100203,250000,True,1.00,70,95.91,555755.25,../../data/gaussian_confusion_matrices/scale_0.20.csv
Greedy Search,100203,125000,True,1.00,60,41.71,277877.62,../../data/gaussian_confusion_matrices/scale_0.20.csv
Greedy Search,100203,62500,True,1.00,71,23.99,138938.81,../../data/gaussian_confusion_matrices/scale_0.20.csv
Greedy Search,100203,31250,False,0.94,200,32.24,69469.41,../../data/gaussian_confusion_matrices/scale_0.20.csv
Greedy Search,100203,46875,True,1.00,71,18.11,104204.11,../../data/gaussian_confusion_matrices/scale_0.20.csv
Greedy Search,100203,39063,True,1.00,71,15.08,86837.87,../../data/gaussian_confusion_matrices/scale_0.20.csv
Greedy Search,100203,35157,True,1.00,70,13.41,78154.75,../../data/gaussian_confusion_matrices/scale_0.20.csv
Greedy Search,100203,33204,True,1.00,70,12.70,73813.19,../../data/gaussian_confusion_matrices/scale_0.20.csv
Greedy Search,100203,32227,True,1.00,70,12.31,71641.30,../../data/gaussian_confusion_matrices/scale_0.20.csv
Greedy Search,100203,31739,True,1.00,71,12.30,70556.46,../../data/gaussian_confusion_matrices/scale_0.20.csv
Greedy Search,100203,31495,True,1.00,70,12.11,70014.05,../../data/gaussian_confusion_matrices/scale_0.20.csv
Greedy Search,100203,31373,True,1.00,71,12.18,69742.84,../../data/gaussian_confusion_matrices/scale_0.20.csv
Greedy Search,100203,31312,False,0.95,200,32.17,69607.23,../../data/gaussian_confusion_matrices/scale_0.20.csv
Greedy Search,100203,31343,True,1.00,71,12.15,69676.15,../../data/gaussian_confusion_matrices/scale_0.20.csv
Greedy Search,100203,31328,False,0.93,200,32.50,69642.80,../../data/gaussian_confusion_matrices/scale_0.20.csv
Greedy Search,100203,31336,True,1.00,71,12.24,69660.59,../../data/gaussian_confusion_matrices/scale_0.20.csv
Greedy Search,100203,31332,False,0.93,200,32.49,69651.69,../../data/gaussian_confusion_matrices/scale_0.20.csv
Greedy Search,100203,31334,False,0.93,200,32.52,69656.14,../../data/gaussian_confusion_matrices/scale_0.20.csv
Greedy Search,100203,31335,False,0.93,200,32.52,69658.36,../../data/gaussian_confusion_matrices/scale_0.20.csv
algorithm,seed,n_inequalities,recovered_key,fraction_of_solution_recovered,n_iterations,time_seconds_solve_inequalities,approx_number_of_ciphertexts,confusion_matrix
Greedy Search,100204,1000000,True,1.00,60,337.94,2223577.00,../../data/gaussian_confusion_matrices/scale_0.20.csv
Greedy Search,100204,500000,True,1.00,60,163.15,1111788.50,../../data/gaussian_confusion_matrices/scale_0.20.csv
Greedy Search,100204,250000,True,1.00,71,94.02,555894.25,../../data/gaussian_confusion_matrices/scale_0.20.csv
Greedy Search,100204,125000,True,1.00,70,46.39,277947.12,../../data/gaussian_confusion_matrices/scale_0.20.csv
Greedy Search,100204,62500,True,1.00,50,17.35,138973.56,../../data/gaussian_confusion_matrices/scale_0.20.csv
Greedy Search,100204,31250,False,0.95,200,31.38,69486.78,../../data/gaussian_confusion_matrices/scale_0.20.csv
Greedy Search,100204,46875,True,1.00,71,17.62,104230.17,../../data/gaussian_confusion_matrices/scale_0.20.csv
Greedy Search,100204,39063,True,1.00,70,14.50,86859.59,../../data/gaussian_confusion_matrices/scale_0.20.csv
Greedy Search,100204,35157,True,1.00,70,13.08,78174.30,../../data/gaussian_confusion_matrices/scale_0.20.csv
Greedy Search,100204,33204,True,1.00,70,12.39,73831.65,../../data/gaussian_confusion_matrices/scale_0.20.csv
Greedy Search,100204,32227,False,0.93,200,32.58,71659.22,../../data/gaussian_confusion_matrices/scale_0.20.csv
Greedy Search,100204,32716,False,0.94,200,32.89,72746.55,../../data/gaussian_confusion_matrices/scale_0.20.csv
Greedy Search,100204,32960,False,0.95,200,32.91,73289.10,../../data/gaussian_confusion_matrices/scale_0.20.csv
Greedy Search,100204,33082,True,1.00,70,12.39,73560.37,../../data/gaussian_confusion_matrices/scale_0.20.csv
Greedy Search,100204,33021,False,0.96,200,32.83,73424.74,../../data/gaussian_confusion_matrices/scale_0.20.csv
Greedy Search,100204,33052,True,1.00,70,12.38,73493.67,../../data/gaussian_confusion_matrices/scale_0.20.csv
Greedy Search,100204,33037,False,0.95,200,33.17,73460.31,../../data/gaussian_confusion_matrices/scale_0.20.csv
Greedy Search,100204,33045,False,0.95,200,33.20,73478.10,../../data/gaussian_confusion_matrices/scale_0.20.csv
Greedy Search,100204,33049,True,1.00,71,12.47,73487.00,../../data/gaussian_confusion_matrices/scale_0.20.csv
Greedy Search,100204,33047,True,1.00,71,12.47,73482.55,../../data/gaussian_confusion_matrices/scale_0.20.csv
Greedy Search,100204,33046,False,0.95,200,33.19,73480.33,../../data/gaussian_confusion_matrices/scale_0.20.csv
algorithm,seed,n_inequalities,recovered_key,fraction_of_solution_recovered,n_iterations,time_seconds_solve_inequalities,approx_number_of_ciphertexts,confusion_matrix
Greedy Search,100300,1000000,True,1.00,71,454.41,1946022.00,../../data/gaussian_confusion_matrices/scale_0.30.csv
Greedy Search,100300,500000,True,1.00,50,166.42,973011.00,../../data/gaussian_confusion_matrices/scale_0.30.csv
Greedy Search,100300,250000,True,1.00,70,111.08,486505.50,../../data/gaussian_confusion_matrices/scale_0.30.csv
Greedy Search,100300,125000,True,1.00,50,41.36,243252.75,../../data/gaussian_confusion_matrices/scale_0.30.csv
Greedy Search,100300,62500,False,0.96,200,75.59,121626.38,../../data/gaussian_confusion_matrices/scale_0.30.csv
Greedy Search,100300,93750,True,1.00,70,41.16,182439.56,../../data/gaussian_confusion_matrices/scale_0.30.csv
Greedy Search,100300,78125,True,1.00,70,34.01,152032.97,../../data/gaussian_confusion_matrices/scale_0.30.csv
Greedy Search,100300,70313,True,1.00,71,31.07,136830.64,../../data/gaussian_confusion_matrices/scale_0.30.csv
Greedy Search,100300,66407,True,1.00,70,28.83,129229.48,../../data/gaussian_confusion_matrices/scale_0.30.csv
Greedy Search,100300,64454,True,1.00,71,28.27,125428.90,../../data/gaussian_confusion_matrices/scale_0.30.csv
Greedy Search,100300,63477,False,0.96,200,73.66,123527.64,../../data/gaussian_confusion_matrices/scale_0.30.csv
Greedy Search,100300,63966,False,0.95,200,73.52,124479.24,../../data/gaussian_confusion_matrices/scale_0.30.csv
Greedy Search,100300,64210,False,0.96,200,73.49,124954.07,../../data/gaussian_confusion_matrices/scale_0.30.csv
Greedy Search,100300,64332,True,1.00,71,27.82,125191.49,../../data/gaussian_confusion_matrices/scale_0.30.csv
Greedy Search,100300,64271,False,0.96,200,74.12,125072.78,../../data/gaussian_confusion_matrices/scale_0.30.csv
Greedy Search,100300,64302,True,1.00,60,24.04,125133.11,../../data/gaussian_confusion_matrices/scale_0.30.csv
Greedy Search,100300,64287,False,0.96,200,73.03,125103.92,../../data/gaussian_confusion_matrices/scale_0.30.csv
Greedy Search,100300,64295,True,1.00,60,23.70,125119.48,../../data/gaussian_confusion_matrices/scale_0.30.csv
Greedy Search,100300,64291,True,1.00,71,27.38,125111.70,../../data/gaussian_confusion_matrices/scale_0.30.csv
Greedy Search,100300,64289,False,0.96,200,73.08,125107.81,../../data/gaussian_confusion_matrices/scale_0.30.csv
Greedy Search,100300,64290,False,0.96,200,73.46,125109.75,../../data/gaussian_confusion_matrices/scale_0.30.csv
algorithm,seed,n_inequalities,recovered_key,fraction_of_solution_recovered,n_iterations,time_seconds_solve_inequalities,approx_number_of_ciphertexts,confusion_matrix
Greedy Search,100301,1000000,True,1.00,70,448.12,1945056.00,../../data/gaussian_confusion_matrices/scale_0.30.csv
Greedy Search,100301,500000,True,1.00,70,222.40,972528.00,../../data/gaussian_confusion_matrices/scale_0.30.csv
Greedy Search,100301,250000,True,1.00,71,111.44,486264.00,../../data/gaussian_confusion_matrices/scale_0.30.csv
Greedy Search,100301,125000,True,1.00,71,55.31,243132.00,../../data/gaussian_confusion_matrices/scale_0.30.csv
Greedy Search,100301,62500,False,0.94,200,75.68,121566.00,../../data/gaussian_confusion_matrices/scale_0.30.csv
Greedy Search,100301,93750,True,1.00,70,40.79,182349.00,../../data/gaussian_confusion_matrices/scale_0.30.csv
Greedy Search,100301,78125,True,1.00,60,29.64,151957.50,../../data/gaussian_confusion_matrices/scale_0.30.csv
Greedy Search,100301,70313,False,0.96,200,81.48,136762.72,../../data/gaussian_confusion_matrices/scale_0.30.csv
Greedy Search,100301,74219,True,1.00,71,32.03,144360.11,../../data/gaussian_confusion_matrices/scale_0.30.csv
Greedy Search,100301,72266,True,1.00,60,26.87,140561.42,../../data/gaussian_confusion_matrices/scale_0.30.csv
Greedy Search,100301,71290,True,1.00,71,30.83,138663.04,../../data/gaussian_confusion_matrices/scale_0.30.csv
Greedy Search,100301,70802,True,1.00,70,30.22,137713.85,../../data/gaussian_confusion_matrices/scale_0.30.csv
Greedy Search,100301,70558,False,0.96,200,80.80,137239.26,../../data/gaussian_confusion_matrices/scale_0.30.csv
Greedy Search,100301,70680,True,1.00,60,26.56,137476.56,../../data/gaussian_confusion_matrices/scale_0.30.csv
Greedy Search,100301,70619,False,0.96,200,80.76,137357.91,../../data/gaussian_confusion_matrices/scale_0.30.csv
Greedy Search,100301,70650,True,1.00,71,30.20,137418.21,../../data/gaussian_confusion_matrices/scale_0.30.csv
Greedy Search,100301,70635,False,0.96,200,79.58,137389.03,../../data/gaussian_confusion_matrices/scale_0.30.csv
Greedy Search,100301,70643,True,1.00,71,30.16,137404.59,../../data/gaussian_confusion_matrices/scale_0.30.csv
Greedy Search,100301,70639,False,0.96,200,80.11,137396.81,../../data/gaussian_confusion_matrices/scale_0.30.csv
Greedy Search,100301,70641,False,0.96,200,80.13,137400.70,../../data/gaussian_confusion_matrices/scale_0.30.csv
Greedy Search,100301,70642,True,1.00,60,26.10,137402.65,../../data/gaussian_confusion_matrices/scale_0.30.csv
algorithm,seed,n_inequalities,recovered_key,fraction_of_solution_recovered,n_iterations,time_seconds_solve_inequalities,approx_number_of_ciphertexts,confusion_matrix
Greedy Search,100302,1000000,True,1.00,20,148.42,1949352.00,../../data/gaussian_confusion_matrices/scale_0.30.csv
Greedy Search,100302,500000,True,1.00,20,71.98,974676.00,../../data/gaussian_confusion_matrices/scale_0.30.csv
Greedy Search,100302,250000,True,1.00,60,91.53,487338.00,../../data/gaussian_confusion_matrices/scale_0.30.csv
Greedy Search,100302,125000,True,1.00,70,53.08,243669.00,../../data/gaussian_confusion_matrices/scale_0.30.csv
Greedy Search,100302,62500,True,1.00,71,27.13,121834.50,../../data/gaussian_confusion_matrices/scale_0.30.csv
Greedy Search,100302,31250,False,0.72,200,37.71,60917.25,../../data/gaussian_confusion_matrices/scale_0.30.csv
Greedy Search,100302,46875,False,0.86,200,56.08,91375.88,../../data/gaussian_confusion_matrices/scale_0.30.csv
Greedy Search,100302,54688,False,0.92,200,64.90,106606.16,../../data/gaussian_confusion_matrices/scale_0.30.csv
Greedy Search,100302,58594,False,0.92,200,69.78,114220.33,../../data/gaussian_confusion_matrices/scale_0.30.csv
Greedy Search,100302,60547,False,0.96,200,70.19,118027.42,../../data/gaussian_confusion_matrices/scale_0.30.csv
Greedy Search,100302,61524,True,1.00,60,23.19,119931.93,../../data/gaussian_confusion_matrices/scale_0.30.csv
Greedy Search,100302,61036,False,0.96,200,71.33,118980.65,../../data/gaussian_confusion_matrices/scale_0.30.csv
Greedy Search,100302,61280,True,1.00,71,26.90,119456.29,../../data/gaussian_confusion_matrices/scale_0.30.csv
Greedy Search,100302,61158,False,0.97,200,70.42,119218.47,../../data/gaussian_confusion_matrices/scale_0.30.csv
Greedy Search,100302,61219,False,0.96,200,70.24,119337.38,../../data/gaussian_confusion_matrices/scale_0.30.csv
Greedy Search,100302,61250,False,0.97,200,69.46,119397.81,../../data/gaussian_confusion_matrices/scale_0.30.csv
Greedy Search,100302,61265,False,0.96,200,69.37,119427.05,../../data/gaussian_confusion_matrices/scale_0.30.csv
Greedy Search,100302,61273,True,1.00,71,26.34,119442.65,../../data/gaussian_confusion_matrices/scale_0.30.csv
Greedy Search,100302,61269,False,0.96,200,68.61,119434.85,../../data/gaussian_confusion_matrices/scale_0.30.csv
Greedy Search,100302,61271,True,1.00,60,22.62,119438.75,../../data/gaussian_confusion_matrices/scale_0.30.csv
Greedy Search,100302,61270,False,0.96,200,68.83,119436.80,../../data/gaussian_confusion_matrices/scale_0.30.csv
algorithm,seed,n_inequalities,recovered_key,fraction_of_solution_recovered,n_iterations,time_seconds_solve_inequalities,approx_number_of_ciphertexts,confusion_matrix
Greedy Search,100303,1000000,True,1.00,41,282.84,1945428.00,../../data/gaussian_confusion_matrices/scale_0.30.csv
Greedy Search,100303,500000,True,1.00,30,106.01,972714.00,../../data/gaussian_confusion_matrices/scale_0.30.csv
Greedy Search,100303,250000,True,1.00,70,108.43,486357.00,../../data/gaussian_confusion_matrices/scale_0.30.csv
Greedy Search,100303,125000,True,1.00,70,53.58,243178.50,../../data/gaussian_confusion_matrices/scale_0.30.csv
Greedy Search,100303,62500,False,0.95,200,73.15,121589.25,../../data/gaussian_confusion_matrices/scale_0.30.csv
Greedy Search,100303,93750,True,1.00,70,40.10,182383.88,../../data/gaussian_confusion_matrices/scale_0.30.csv
Greedy Search,100303,78125,True,1.00,61,29.74,151986.56,../../data/gaussian_confusion_matrices/scale_0.30.csv
Greedy Search,100303,70313,True,1.00,71,30.74,136788.88,../../data/gaussian_confusion_matrices/scale_0.30.csv
Greedy Search,100303,66407,True,1.00,70,28.92,129190.04,../../data/gaussian_confusion_matrices/scale_0.30.csv
Greedy Search,100303,64454,False,0.96,200,74.46,125390.62,../../data/gaussian_confusion_matrices/scale_0.30.csv
Greedy Search,100303,65431,True,1.00,67,27.36,127291.30,../../data/gaussian_confusion_matrices/scale_0.30.csv
Greedy Search,100303,64943,False,0.96,200,74.99,126341.93,../../data/gaussian_confusion_matrices/scale_0.30.csv
Greedy Search,100303,65187,False,0.96,200,75.10,126816.62,../../data/gaussian_confusion_matrices/scale_0.30.csv
Greedy Search,100303,65309,False,0.96,200,74.93,127053.96,../../data/gaussian_confusion_matrices/scale_0.30.csv
Greedy Search,100303,65370,False,0.96,200,74.90,127172.63,../../data/gaussian_confusion_matrices/scale_0.30.csv
Greedy Search,100303,65401,True,1.00,70,28.11,127232.94,../../data/gaussian_confusion_matrices/scale_0.30.csv
Greedy Search,100303,65386,False,0.96,200,74.90,127203.76,../../data/gaussian_confusion_matrices/scale_0.30.csv
Greedy Search,100303,65394,True,1.00,70,28.18,127219.32,../../data/gaussian_confusion_matrices/scale_0.30.csv
Greedy Search,100303,65390,False,0.96,200,74.97,127211.54,../../data/gaussian_confusion_matrices/scale_0.30.csv
Greedy Search,100303,65392,True,1.00,70,28.16,127215.43,../../data/gaussian_confusion_matrices/scale_0.30.csv
Greedy Search,100303,65391,True,1.00,70,28.07,127213.48,../../data/gaussian_confusion_matrices/scale_0.30.csv
algorithm,seed,n_inequalities,recovered_key,fraction_of_solution_recovered,n_iterations,time_seconds_solve_inequalities,approx_number_of_ciphertexts,confusion_matrix
Greedy Search,100304,1000000,True,1.00,71,440.90,1944562.00,../../data/gaussian_confusion_matrices/scale_0.30.csv
Greedy Search,100304,500000,True,1.00,71,213.45,972281.00,../../data/gaussian_confusion_matrices/scale_0.30.csv
Greedy Search,100304,250000,True,1.00,71,105.75,486140.50,../../data/gaussian_confusion_matrices/scale_0.30.csv
Greedy Search,100304,125000,True,1.00,40,31.99,243070.25,../../data/gaussian_confusion_matrices/scale_0.30.csv
Greedy Search,100304,62500,False,0.96,200,70.25,121535.12,../../data/gaussian_confusion_matrices/scale_0.30.csv
Greedy Search,100304,93750,True,1.00,71,39.42,182302.69,../../data/gaussian_confusion_matrices/scale_0.30.csv
Greedy Search,100304,78125,True,1.00,71,32.85,151918.91,../../data/gaussian_confusion_matrices/scale_0.30.csv
Greedy Search,100304,70313,False,0.96,200,78.83,136727.99,../../data/gaussian_confusion_matrices/scale_0.30.csv
Greedy Search,100304,74219,True,1.00,71,31.29,144323.45,../../data/gaussian_confusion_matrices/scale_0.30.csv
Greedy Search,100304,72266,True,1.00,70,30.11,140525.72,../../data/gaussian_confusion_matrices/scale_0.30.csv
Greedy Search,100304,71290,True,1.00,71,30.09,138627.82,../../data/gaussian_confusion_matrices/scale_0.30.csv
Greedy Search,100304,70802,True,1.00,71,29.98,137678.88,../../data/gaussian_confusion_matrices/scale_0.30.csv
Greedy Search,100304,70558,False,0.96,200,78.19,137204.41,../../data/gaussian_confusion_matrices/scale_0.30.csv
Greedy Search,100304,70680,True,1.00,71,29.88,137441.64,../../data/gaussian_confusion_matrices/scale_0.30.csv
Greedy Search,100304,70619,False,0.96,200,78.82,137323.02,../../data/gaussian_confusion_matrices/scale_0.30.csv
Greedy Search,100304,70650,True,1.00,71,29.86,137383.31,../../data/gaussian_confusion_matrices/scale_0.30.csv
Greedy Search,100304,70635,True,1.00,60,25.72,137354.14,../../data/gaussian_confusion_matrices/scale_0.30.csv
Greedy Search,100304,70627,True,1.00,74,31.06,137338.58,../../data/gaussian_confusion_matrices/scale_0.30.csv
Greedy Search,100304,70623,True,1.00,71,29.78,137330.80,../../data/gaussian_confusion_matrices/scale_0.30.csv
Greedy Search,100304,70621,True,1.00,71,29.72,137326.91,../../data/gaussian_confusion_matrices/scale_0.30.csv
Greedy Search,100304,70620,False,0.96,200,78.82,137324.97,../../data/gaussian_confusion_matrices/scale_0.30.csv
algorithm,seed,n_inequalities,recovered_key,fraction_of_solution_recovered,n_iterations,time_seconds_solve_inequalities,approx_number_of_ciphertexts,confusion_matrix
Greedy Search,100400,1000000,True,1.00,50,359.19,1650231.00,../../data/gaussian_confusion_matrices/scale_0.40.csv
Greedy Search,100400,500000,True,1.00,70,235.60,825115.50,../../data/gaussian_confusion_matrices/scale_0.40.csv
Greedy Search,100400,250000,True,1.00,70,118.18,412557.75,../../data/gaussian_confusion_matrices/scale_0.40.csv
Greedy Search,100400,125000,True,1.00,71,60.52,206278.88,../../data/gaussian_confusion_matrices/scale_0.40.csv
Greedy Search,100400,62500,False,0.84,200,85.03,103139.44,../../data/gaussian_confusion_matrices/scale_0.40.csv
Greedy Search,100400,93750,False,0.93,200,124.23,154709.16,../../data/gaussian_confusion_matrices/scale_0.40.csv
Greedy Search,100400,109375,True,1.00,50,39.13,180494.02,../../data/gaussian_confusion_matrices/scale_0.40.csv
Greedy Search,100400,101563,False,0.96,200,130.61,167602.41,../../data/gaussian_confusion_matrices/scale_0.40.csv
Greedy Search,100400,105469,False,0.96,200,131.03,174048.21,../../data/gaussian_confusion_matrices/scale_0.40.csv
Greedy Search,100400,107422,True,1.00,71,50.02,177271.11,../../data/gaussian_confusion_matrices/scale_0.40.csv
Greedy Search,100400,106446,True,1.00,70,48.80,175660.49,../../data/gaussian_confusion_matrices/scale_0.40.csv
Greedy Search,100400,105958,False,0.96,200,130.90,174855.18,../../data/gaussian_confusion_matrices/scale_0.40.csv
Greedy Search,100400,106202,True,1.00,70,48.78,175257.83,../../data/gaussian_confusion_matrices/scale_0.40.csv
Greedy Search,100400,106080,True,1.00,71,49.41,175056.50,../../data/gaussian_confusion_matrices/scale_0.40.csv
Greedy Search,100400,106019,True,1.00,71,49.33,174955.84,../../data/gaussian_confusion_matrices/scale_0.40.csv
Greedy Search,100400,105989,False,0.96,200,130.81,174906.33,../../data/gaussian_confusion_matrices/scale_0.40.csv
Greedy Search,100400,106004,False,0.97,200,131.02,174931.09,../../data/gaussian_confusion_matrices/scale_0.40.csv
Greedy Search,100400,106012,False,0.96,200,130.94,174944.29,../../data/gaussian_confusion_matrices/scale_0.40.csv
Greedy Search,100400,106016,False,0.96,200,130.89,174950.89,../../data/gaussian_confusion_matrices/scale_0.40.csv
Greedy Search,100400,106018,True,1.00,71,49.33,174954.19,../../data/gaussian_confusion_matrices/scale_0.40.csv
Greedy Search,100400,106017,True,1.00,71,49.34,174952.54,../../data/gaussian_confusion_matrices/scale_0.40.csv
algorithm,seed,n_inequalities,recovered_key,fraction_of_solution_recovered,n_iterations,time_seconds_solve_inequalities,approx_number_of_ciphertexts,confusion_matrix
Greedy Search,100401,1000000,True,1.00,60,419.11,1653880.00,../../data/gaussian_confusion_matrices/scale_0.40.csv
Greedy Search,100401,500000,True,1.00,40,145.75,826940.00,../../data/gaussian_confusion_matrices/scale_0.40.csv
Greedy Search,100401,250000,True,1.00,71,121.60,413470.00,../../data/gaussian_confusion_matrices/scale_0.40.csv
Greedy Search,100401,125000,True,1.00,71,62.23,206735.00,../../data/gaussian_confusion_matrices/scale_0.40.csv
Greedy Search,100401,62500,False,0.83,200,88.15,103367.50,../../data/gaussian_confusion_matrices/scale_0.40.csv
Greedy Search,100401,93750,False,0.91,200,129.10,155051.25,../../data/gaussian_confusion_matrices/scale_0.40.csv
