algorithm,seed,n_inequalities,recovered_key,fraction_of_solution_recovered,n_iterations,time_seconds_solve_inequalities,approx_number_of_ciphertexts,confusion_matrix
Greedy Search,100401,109375,False,0.96,200,144.84,180893.12,../../data/gaussian_confusion_matrices/scale_0.40.csv
Greedy Search,100401,117188,True,1.00,72,58.75,193814.89,../../data/gaussian_confusion_matrices/scale_0.40.csv
Greedy Search,100401,113282,False,0.96,200,147.32,187354.83,../../data/gaussian_confusion_matrices/scale_0.40.csv
Greedy Search,100401,115235,False,0.96,200,146.44,190584.86,../../data/gaussian_confusion_matrices/scale_0.40.csv
Greedy Search,100401,116212,True,1.00,72,56.23,192200.70,../../data/gaussian_confusion_matrices/scale_0.40.csv
Greedy Search,100401,115724,False,0.96,200,147.19,191393.61,../../data/gaussian_confusion_matrices/scale_0.40.csv
Greedy Search,100401,115968,False,0.97,200,145.30,191797.16,../../data/gaussian_confusion_matrices/scale_0.40.csv
Greedy Search,100401,116090,False,0.97,200,145.88,191998.93,../../data/gaussian_confusion_matrices/scale_0.40.csv
Greedy Search,100401,116151,True,1.00,70,54.35,192099.82,../../data/gaussian_confusion_matrices/scale_0.40.csv
Greedy Search,100401,116121,False,0.96,200,145.26,192050.20,../../data/gaussian_confusion_matrices/scale_0.40.csv
Greedy Search,100401,116136,False,0.96,200,144.54,192075.01,../../data/gaussian_confusion_matrices/scale_0.40.csv
Greedy Search,100401,116144,False,0.96,200,144.29,192088.24,../../data/gaussian_confusion_matrices/scale_0.40.csv
Greedy Search,100401,116148,False,0.97,200,145.94,192094.85,../../data/gaussian_confusion_matrices/scale_0.40.csv
Greedy Search,100401,116150,True,1.00,70,54.41,192098.16,../../data/gaussian_confusion_matrices/scale_0.40.csv
Greedy Search,100401,116149,True,1.00,70,54.46,192096.51,../../data/gaussian_confusion_matrices/scale_0.40.csv
algorithm,seed,n_inequalities,recovered_key,fraction_of_solution_recovered,n_iterations,time_seconds_solve_inequalities,approx_number_of_ciphertexts,confusion_matrix
Greedy Search,100402,1000000,True,1.00,71,492.55,1649531.00,../../data/gaussian_confusion_matrices/scale_0.40.csv
Greedy Search,100402,500000,True,1.00,71,242.56,824765.50,../../data/gaussian_confusion_matrices/scale_0.40.csv
Greedy Search,100402,250000,True,1.00,70,119.32,412382.75,../../data/gaussian_confusion_matrices/scale_0.40.csv
Greedy Search,100402,125000,True,1.00,71,60.64,206191.38,../../data/gaussian_confusion_matrices/scale_0.40.csv
Greedy Search,100402,62500,False,0.85,200,85.36,103095.69,../../data/gaussian_confusion_matrices/scale_0.40.csv
Greedy Search,100402,93750,False,0.93,200,125.02,154643.53,../../data/gaussian_confusion_matrices/scale_0.40.csv
Greedy Search,100402,109375,False,0.96,200,141.67,180417.45,../../data/gaussian_confusion_matrices/scale_0.40.csv
Greedy Search,100402,117188,True,1.00,60,49.97,193305.24,../../data/gaussian_confusion_matrices/scale_0.40.csv
Greedy Search,100402,113282,True,1.00,71,55.20,186862.17,../../data/gaussian_confusion_matrices/scale_0.40.csv
Greedy Search,100402,111329,True,1.00,71,53.94,183640.64,../../data/gaussian_confusion_matrices/scale_0.40.csv
Greedy Search,100402,110352,False,0.96,200,141.00,182029.04,../../data/gaussian_confusion_matrices/scale_0.40.csv
Greedy Search,100402,110841,False,0.96,200,141.52,182835.67,../../data/gaussian_confusion_matrices/scale_0.40.csv
Greedy Search,100402,111085,False,0.96,200,141.71,183238.15,../../data/gaussian_confusion_matrices/scale_0.40.csv
Greedy Search,100402,111207,False,0.96,200,141.49,183439.39,../../data/gaussian_confusion_matrices/scale_0.40.csv
Greedy Search,100402,111268,False,0.97,200,141.98,183540.02,../../data/gaussian_confusion_matrices/scale_0.40.csv
Greedy Search,100402,111299,False,0.96,200,141.31,183591.15,../../data/gaussian_confusion_matrices/scale_0.40.csv
Greedy Search,100402,111314,True,1.00,72,54.07,183615.89,../../data/gaussian_confusion_matrices/scale_0.40.csv
Greedy Search,100402,111307,True,1.00,72,54.14,183604.35,../../data/gaussian_confusion_matrices/scale_0.40.csv
Greedy Search,100402,111303,True,1.00,72,54.27,183597.75,../../data/gaussian_confusion_matrices/scale_0.40.csv
Greedy Search,100402,111301,False,0.96,200,141.03,183594.45,../../data/gaussian_confusion_matrices/scale_0.40.csv
Greedy Search,100402,111302,False,0.96,200,141.41,183596.10,../../data/gaussian_confusion_matrices/scale_0.40.csv
algorithm,seed,n_inequalities,recovered_key,fraction_of_solution_recovered,n_iterations,time_seconds_solve_inequalities,approx_number_of_ciphertexts,confusion_matrix
Greedy Search,100403,1000000,True,1.00,71,498.53,1646962.00,../../data/gaussian_confusion_matrices/scale_0.40.csv
Greedy Search,100403,500000,True,1.00,60,211.51,823481.00,../../data/gaussian_confusion_matrices/scale_0.40.csv
Greedy Search,100403,250000,True,1.00,70,121.00,411740.50,../../data/gaussian_confusion_matrices/scale_0.40.csv
Greedy Search,100403,125000,True,1.00,70,60.37,205870.25,../../data/gaussian_confusion_matrices/scale_0.40.csv
Greedy Search,100403,62500,False,0.86,200,84.29,102935.12,../../data/gaussian_confusion_matrices/scale_0.40.csv
Greedy Search,100403,93750,False,0.94,200,123.86,154402.69,../../data/gaussian_confusion_matrices/scale_0.40.csv
Greedy Search,100403,109375,False,0.96,200,142.23,180136.47,../../data/gaussian_confusion_matrices/scale_0.40.csv
Greedy Search,100403,117188,False,0.96,200,152.17,193004.18,../../data/gaussian_confusion_matrices/scale_0.40.csv
Greedy Search,100403,121094,True,1.00,71,58.98,199437.22,../../data/gaussian_confusion_matrices/scale_0.40.csv
Greedy Search,100403,119141,False,0.96,200,154.03,196220.70,../../data/gaussian_confusion_matrices/scale_0.40.csv
Greedy Search,100403,120118,False,0.97,200,155.58,197829.78,../../data/gaussian_confusion_matrices/scale_0.40.csv
Greedy Search,100403,120606,False,0.96,200,155.08,198633.50,../../data/gaussian_confusion_matrices/scale_0.40.csv
Greedy Search,100403,120850,False,0.96,200,156.25,199035.36,../../data/gaussian_confusion_matrices/scale_0.40.csv
Greedy Search,100403,120972,False,0.96,200,155.82,199236.29,../../data/gaussian_confusion_matrices/scale_0.40.csv
Greedy Search,100403,121033,False,0.96,200,155.11,199336.75,../../data/gaussian_confusion_matrices/scale_0.40.csv
Greedy Search,100403,121064,False,0.97,200,156.61,199387.81,../../data/gaussian_confusion_matrices/scale_0.40.csv
Greedy Search,100403,121079,False,0.97,200,156.99,199412.51,../../data/gaussian_confusion_matrices/scale_0.40.csv
Greedy Search,100403,121087,False,0.97,200,156.63,199425.69,../../data/gaussian_confusion_matrices/scale_0.40.csv
Greedy Search,100403,121091,False,0.97,200,152.68,199432.28,../../data/gaussian_confusion_matrices/scale_0.40.csv
Greedy Search,100403,121093,False,0.97,200,152.30,199435.57,../../data/gaussian_confusion_matrices/scale_0.40.csv
algorithm,seed,n_inequalities,recovered_key,fraction_of_solution_recovered,n_iterations,time_seconds_solve_inequalities,approx_number_of_ciphertexts,confusion_matrix
Greedy Search,100404,1000000,True,1.00,60,417.20,1648257.00,../../data/gaussian_confusion_matrices/scale_0.40.csv
Greedy Search,100404,500000,True,1.00,70,233.85,824128.50,../../data/gaussian_confusion_matrices/scale_0.40.csv
Greedy Search,100404,250000,True,1.00,41,73.57,412064.25,../../data/gaussian_confusion_matrices/scale_0.40.csv
Greedy Search,100404,125000,True,1.00,70,58.87,206032.12,../../data/gaussian_confusion_matrices/scale_0.40.csv
Greedy Search,100404,62500,False,0.84,200,83.06,103016.06,../../data/gaussian_confusion_matrices/scale_0.40.csv
Greedy Search,100404,93750,False,0.94,200,119.80,154524.09,../../data/gaussian_confusion_matrices/scale_0.40.csv
Greedy Search,100404,109375,False,0.96,200,138.23,180278.11,../../data/gaussian_confusion_matrices/scale_0.40.csv
Greedy Search,100404,117188,True,1.00,70,54.55,193155.94,../../data/gaussian_confusion_matrices/scale_0.40.csv
Greedy Search,100404,113282,False,0.96,200,142.58,186717.85,../../data/gaussian_confusion_matrices/scale_0.40.csv
Greedy Search,100404,115235,True,1.00,71,54.34,189936.90,../../data/gaussian_confusion_matrices/scale_0.40.csv
Greedy Search,100404,114259,False,0.96,200,143.14,188328.20,../../data/gaussian_confusion_matrices/scale_0.40.csv
Greedy Search,100404,114747,False,0.96,200,144.71,189132.55,../../data/gaussian_confusion_matrices/scale_0.40.csv
Greedy Search,100404,114991,False,0.97,200,143.39,189534.72,../../data/gaussian_confusion_matrices/scale_0.40.csv
Greedy Search,100404,115113,False,0.96,200,144.13,189735.81,../../data/gaussian_confusion_matrices/scale_0.40.csv
Greedy Search,100404,115174,False,0.97,200,144.59,189836.35,../../data/gaussian_confusion_matrices/scale_0.40.csv
Greedy Search,100404,115205,True,1.00,71,54.30,189887.45,../../data/gaussian_confusion_matrices/scale_0.40.csv
Greedy Search,100404,115190,True,1.00,70,53.59,189862.72,../../data/gaussian_confusion_matrices/scale_0.40.csv
Greedy Search,100404,115182,True,1.00,70,53.56,189849.54,../../data/gaussian_confusion_matrices/scale_0.40.csv
Greedy Search,100404,115178,False,0.96,200,144.15,189842.94,../../data/gaussian_confusion_matrices/scale_0.40.csv
Greedy Search,100404,115180,True,1.00,70,53.55,189846.24,../../data/gaussian_confusion_matrices/scale_0.40.csv
Greedy Search,100404,115179,True,1.00,70,53.49,189844.59,../../data/gaussian_confusion_matrices/scale_0.40.csv
algorithm,seed,n_inequalities,recovered_key,fraction_of_solution_recovered,n_iterations,time_seconds_solve_inequalities,approx_number_of_ciphertexts,confusion_matrix
Greedy Search,100500,1000000,True,1.00,70,510.90,1434134.00,../../data/gaussian_confusion_matrices/scale_0.50.csv
Greedy Search,100500,500000,True,1.00,70,249.80,717067.00,../../data/gaussian_confusion_matrices/scale_0.50.csv
Greedy Search,100500,250000,True,1.00,71,125.98,358533.50,../../data/gaussian_confusion_matrices/scale_0.50.csv
Greedy Search,100500,125000,False,0.91,200,177.86,179266.75,../../data/gaussian_confusion_matrices/scale_0.50.csv
Greedy Search,100500,187500,True,1.00,70,95.49,268900.12,../../data/gaussian_confusion_matrices/scale_0.50.csv
Greedy Search,100500,156250,False,0.96,200,216.96,224083.44,../../data/gaussian_confusion_matrices/scale_0.50.csv
Greedy Search,100500,171875,True,1.00,71,87.37,246491.78,../../data/gaussian_confusion_matrices/scale_0.50.csv
Greedy Search,100500,164063,True,1.00,70,82.75,235288.33,../../data/gaussian_confusion_matrices/scale_0.50.csv
Greedy Search,100500,160157,False,0.95,200,217.55,229686.60,../../data/gaussian_confusion_matrices/scale_0.50.csv
Greedy Search,100500,162110,False,0.96,200,220.24,232487.46,../../data/gaussian_confusion_matrices/scale_0.50.csv
Greedy Search,100500,163087,False,0.96,200,221.20,233888.61,../../data/gaussian_confusion_matrices/scale_0.50.csv
Greedy Search,100500,163575,False,0.96,200,223.63,234588.47,../../data/gaussian_confusion_matrices/scale_0.50.csv
Greedy Search,100500,163819,False,0.96,200,222.17,234938.40,../../data/gaussian_confusion_matrices/scale_0.50.csv
Greedy Search,100500,163941,False,0.96,200,223.98,235113.36,../../data/gaussian_confusion_matrices/scale_0.50.csv
Greedy Search,100500,164002,False,0.96,200,222.73,235200.84,../../data/gaussian_confusion_matrices/scale_0.50.csv
Greedy Search,100500,164033,False,0.96,200,224.39,235245.30,../../data/gaussian_confusion_matrices/scale_0.50.csv
Greedy Search,100500,164048,False,0.95,200,227.03,235266.81,../../data/gaussian_confusion_matrices/scale_0.50.csv
Greedy Search,100500,164056,False,0.95,200,227.87,235278.29,../../data/gaussian_confusion_matrices/scale_0.50.csv
Greedy Search,100500,164060,False,0.95,200,231.38,235284.02,../../data/gaussian_confusion_matrices/scale_0.50.csv
Greedy Search,100500,164062,False,0.96,200,229.00,235286.89,../../data/gaussian_confusion_matrices/scale_0.50.csv
algorithm,seed,n_inequalities,recovered_key,fraction_of_solution_recovered,n_iterations,time_seconds_solve_inequalities,approx_number_of_ciphertexts,confusion_matrix
Greedy Search,100501,1000000,True,1.00,30,245.58,1435627.00,../../data/gaussian_confusion_matrices/scale_0.50.csv
Greedy Search,100501,500000,True,1.00,71,257.15,717813.50,../../data/gaussian_confusion_matrices/scale_0.50.csv
Greedy Search,100501,250000,True,1.00,71,128.11,358906.75,../../data/gaussian_confusion_matrices/scale_0.50.csv
Greedy Search,100501,125000,False,0.94,200,174.07,179453.38,../../data/gaussian_confusion_matrices/scale_0.50.csv
Greedy Search,100501,187500,True,1.00,60,82.57,269180.06,../../data/gaussian_confusion_matrices/scale_0.50.csv
Greedy Search,100501,156250,False,0.96,200,220.20,224316.72,../../data/gaussian_confusion_matrices/scale_0.50.csv
Greedy Search,100501,171875,False,0.97,200,240.48,246748.39,../../data/gaussian_confusion_matrices/scale_0.50.csv
Greedy Search,100501,179688,True,1.00,60,80.42,257964.94,../../data/gaussian_confusion_matrices/scale_0.50.csv
Greedy Search,100501,175782,True,1.00,61,79.75,252357.39,../../data/gaussian_confusion_matrices/scale_0.50.csv
Greedy Search,100501,173829,True,1.00,71,90.00,249553.61,../../data/gaussian_confusion_matrices/scale_0.50.csv
Greedy Search,100501,172852,True,1.00,67,84.93,248151.00,../../data/gaussian_confusion_matrices/scale_0.50.csv
Greedy Search,100501,172364,True,1.00,70,87.14,247450.41,../../data/gaussian_confusion_matrices/scale_0.50.csv
Greedy Search,100501,172120,False,0.97,200,231.42,247100.12,../../data/gaussian_confusion_matrices/scale_0.50.csv
Greedy Search,100501,172242,False,0.97,200,231.78,247275.27,../../data/gaussian_confusion_matrices/scale_0.50.csv
Greedy Search,100501,172303,False,0.96,200,230.74,247362.84,../../data/gaussian_confusion_matrices/scale_0.50.csv
Greedy Search,100501,172334,True,1.00,60,75.02,247407.34,../../data/gaussian_confusion_matrices/scale_0.50.csv
Greedy Search,100501,172319,False,0.97,200,230.98,247385.81,../../data/gaussian_confusion_matrices/scale_0.50.csv
Greedy Search,100501,172327,True,1.00,61,76.69,247397.29,../../data/gaussian_confusion_matrices/scale_0.50.csv
Greedy Search,100501,172323,False,0.97,200,231.57,247391.55,../../data/gaussian_confusion_matrices/scale_0.50.csv
Greedy Search,100501,172325,False,0.97,200,231.44,247394.42,../../data/gaussian_confusion_matrices/scale_0.50.csv
Greedy Search,100501,172326,False,0.97,200,233.92,247395.86,../../data/gaussian_confusion_matrices/scale_0.50.csv
algorithm,seed,n_inequalities,recovered_key,fraction_of_solution_recovered,n_iterations,time_seconds_solve_inequalities,approx_number_of_ciphertexts,confusion_matrix
Greedy Search,100502,1000000,True,1.00,71,527.41,1431389.00,../../data/gaussian_confusion_matrices/scale_0.50.csv
Greedy Search,100502,500000,True,1.00,70,256.97,715694.50,../../data/gaussian_confusion_matrices/scale_0.50.csv
Greedy Search,100502,250000,True,1.00,71,130.67,357847.25,../../data/gaussian_confusion_matrices/scale_0.50.csv
Greedy Search,100502,125000,False,0.92,200,178.31,178923.62,../../data/gaussian_confusion_matrices/scale_0.50.csv
Greedy Search,100502,187500,True,1.00,70,97.31,268385.44,../../data/gaussian_confusion_matrices/scale_0.50.csv
Greedy Search,100502,156250,False,0.96,200,221.63,223654.53,../../data/gaussian_confusion_matrices/scale_0.50.csv
Greedy Search,100502,171875,True,1.00,71,90.91,246019.98,../../data/gaussian_confusion_matrices/scale_0.50.csv
Greedy Search,100502,164063,False,0.96,200,226.09,234837.97,../../data/gaussian_confusion_matrices/scale_0.50.csv
Greedy Search,100502,167969,True,1.00,70,86.63,240428.98,../../data/gaussian_confusion_matrices/scale_0.50.csv
Greedy Search,100502,166016,True,1.00,71,86.76,237633.48,../../data/gaussian_confusion_matrices/scale_0.50.csv
Greedy Search,100502,165040,False,0.96,200,226.61,236236.44,../../data/gaussian_confusion_matrices/scale_0.50.csv
Greedy Search,100502,165528,True,1.00,78,93.67,236934.96,../../data/gaussian_confusion_matrices/scale_0.50.csv
Greedy Search,100502,165284,False,0.96,200,225.86,236585.70,../../data/gaussian_confusion_matrices/scale_0.50.csv
Greedy Search,100502,165406,True,1.00,71,85.36,236760.33,../../data/gaussian_confusion_matrices/scale_0.50.csv
Greedy Search,100502,165345,True,1.00,71,85.41,236673.01,../../data/gaussian_confusion_matrices/scale_0.50.csv
Greedy Search,100502,165315,False,0.96,200,226.32,236630.07,../../data/gaussian_confusion_matrices/scale_0.50.csv
Greedy Search,100502,165330,False,0.96,200,225.82,236651.54,../../data/gaussian_confusion_matrices/scale_0.50.csv
Greedy Search,100502,165338,True,1.00,71,85.86,236662.99,../../data/gaussian_confusion_matrices/scale_0.50.csv
Greedy Search,100502,165334,True,1.00,71,86.34,236657.27,../../data/gaussian_confusion_matrices/scale_0.50.csv
Greedy Search,100502,165332,False,0.96,200,227.32,236654.41,../../data/gaussian_confusion_matrices/scale_0.50.csv
Greedy Search,100502,165333,True,1.00,71,86.51,236655.84,../../data/gaussian_confusion_matrices/scale_0.50.csv
algorithm,seed,n_inequalities,recovered_key,fraction_of_solution_recovered,n_iterations,time_seconds_solve_inequalities,approx_number_of_ciphertexts,confusion_matrix
Greedy Search,100503,1000000,True,1.00,70,522.83,1431082.00,../../data/gaussian_confusion_matrices/scale_0.50.csv
Greedy Search,100503,500000,True,1.00,60,225.07,715541.00,../../data/gaussian_confusion_matrices/scale_0.50.csv
Greedy Search,100503,250000,True,1.00,71,130.72,357770.50,../../data/gaussian_confusion_matrices/scale_0.50.csv
Greedy Search,100503,125000,False,0.92,200,176.16,178885.25,../../data/gaussian_confusion_matrices/scale_0.50.csv
Greedy Search,100503,187500,False,0.96,200,255.48,268327.88,../../data/gaussian_confusion_matrices/scale_0.50.csv
Greedy Search,100503,218750,True,1.00,63,100.75,313049.19,../../data/gaussian_confusion_matrices/scale_0.50.csv
Greedy Search,100503,203125,False,0.97,200,277.34,290688.53,../../data/gaussian_confusion_matrices/scale_0.50.csv
Greedy Search,100503,210938,False,0.97,200,285.95,301869.57,../../data/gaussian_confusion_matrices/scale_0.50.csv
Greedy Search,100503,214844,False,0.97,200,293.83,307459.38,../../data/gaussian_confusion_matrices/scale_0.50.csv
Greedy Search,100503,216797,False,0.96,200,294.41,310254.28,../../data/gaussian_confusion_matrices/scale_0.50.csv
Greedy Search,100503,217774,True,1.00,73,115.31,311652.45,../../data/gaussian_confusion_matrices/scale_0.50.csv
Greedy Search,100503,217286,False,0.96,200,296.38,310954.08,../../data/gaussian_confusion_matrices/scale_0.50.csv
Greedy Search,100503,217530,False,0.97,200,295.70,311303.27,../../data/gaussian_confusion_matrices/scale_0.50.csv
Greedy Search,100503,217652,True,1.00,66,104.54,311477.86,../../data/gaussian_confusion_matrices/scale_0.50.csv
Greedy Search,100503,217591,False,0.97,200,295.89,311390.56,../../data/gaussian_confusion_matrices/scale_0.50.csv
Greedy Search,100503,217622,False,0.97,200,295.74,311434.93,../../data/gaussian_confusion_matrices/scale_0.50.csv
Greedy Search,100503,217637,False,0.97,200,293.46,311456.39,../../data/gaussian_confusion_matrices/scale_0.50.csv
Greedy Search,100503,217645,True,1.00,66,103.42,311467.84,../../data/gaussian_confusion_matrices/scale_0.50.csv
Greedy Search,100503,217641,False,0.97,200,291.56,311462.12,../../data/gaussian_confusion_matrices/scale_0.50.csv
Greedy Search,100503,217643,False,0.97,200,291.40,311464.98,../../data/gaussian_confusion_matrices/scale_0.50.csv
Greedy Search,100503,217644,False,0.96,200,290.96,311466.41,../../data/gaussian_confusion_matrices/scale_0.50.csv
algorithm,seed,n_inequalities,recovered_key,fraction_of_solution_recovered,n_iterations,time_seconds_solve_inequalities,approx_number_of_ciphertexts,confusion_matrix
Greedy Search,100504,1000000,True,1.00,60,446.95,1433115.00,../../data/gaussian_confusion_matrices/scale_0.50.csv
Greedy Search,100504,500000,True,1.00,70,251.02,716557.50,../../data/gaussian_confusion_matrices/scale_0.50.csv
Greedy Search,100504,250000,True,1.00,71,127.11,358278.75,../../data/gaussian_confusion_matrices/scale_0.50.csv
Greedy Search,100504,125000,False,0.92,200,176.37,179139.38,../../data/gaussian_confusion_matrices/scale_0.50.csv
Greedy Search,100504,187500,True,1.00,70,94.94,268709.06,../../data/gaussian_confusion_matrices/scale_0.50.csv
Greedy Search,100504,156250,False,0.95,200,213.50,223924.22,../../data/gaussian_confusion_matrices/scale_0.50.csv
Greedy Search,100504,171875,False,0.96,200,232.54,246316.64,../../data/gaussian_confusion_matrices/scale_0.50.csv
Greedy Search,100504,179688,False,0.97,200,240.30,257513.57,../../data/gaussian_confusion_matrices/scale_0.50.csv
Greedy Search,100504,183594,True,1.00,70,91.64,263111.32,../../data/gaussian_confusion_matrices/scale_0.50.csv
Greedy Search,100504,181641,True,1.00,70,90.77,260312.44,../../data/gaussian_confusion_matrices/scale_0.50.csv
Greedy Search,100504,180665,False,0.97,200,241.90,258913.72,../../data/gaussian_confusion_matrices/scale_0.50.csv
Greedy Search,100504,181153,True,1.00,70,90.51,259613.08,../../data/gaussian_confusion_matrices/scale_0.50.csv
Greedy Search,100504,180909,True,1.00,71,91.48,259263.40,../../data/gaussian_confusion_matrices/scale_0.50.csv
Greedy Search,100504,180787,True,1.00,70,90.32,259088.56,../../data/gaussian_confusion_matrices/scale_0.50.csv
Greedy Search,100504,180726,True,1.00,60,78.76,259001.14,../../data/gaussian_confusion_matrices/scale_0.50.csv
Greedy Search,100504,180696,True,1.00,70,90.33,258958.15,../../data/gaussian_confusion_matrices/scale_0.50.csv
Greedy Search,100504,180681,False,0.96,200,241.47,258936.65,../../data/gaussian_confusion_matrices/scale_0.50.csv
Greedy Search,100504,180689,False,0.96,200,241.37,258948.12,../../data/gaussian_confusion_matrices/scale_0.50.csv
Greedy Search,100504,180693,True,1.00,70,90.26,258953.85,../../data/gaussian_confusion_matrices/scale_0.50.csv
Greedy Search,100504,180691,True,1.00,70,90.26,258950.98,../../data/gaussian_confusion_matrices/scale_0.50.csv
Greedy Search,100504,180690,False,0.96,200,241.33,258949.55,../../data/gaussian_confusion_matrices/scale_0.50.csv
algorithm,seed,n_inequalities,recovered_key,fraction_of_solution_recovered,n_iterations,time_seconds_solve_inequalities,approx_number_of_ciphertexts,confusion_matrix
Greedy Search,100600,1000000,True,1.00,71,561.29,1240885.00,../../data/gaussian_confusion_matrices/scale_0.60.csv
Greedy Search,100600,500000,True,1.00,50,204.79,620442.50,../../data/gaussian_confusion_matrices/scale_0.60.csv
Greedy Search,100600,250000,False,0.96,200,384.46,310221.25,../../data/gaussian_confusion_matrices/scale_0.60.csv
Greedy Search,100600,375000,True,1.00,71,219.81,465331.88,../../data/gaussian_confusion_matrices/scale_0.60.csv
Greedy Search,100600,312500,True,1.00,66,172.26,387776.56,../../data/gaussian_confusion_matrices/scale_0.60.csv
Greedy Search,100600,281250,False,0.96,200,428.88,348998.91,../../data/gaussian_confusion_matrices/scale_0.60.csv
Greedy Search,100600,296875,False,0.96,200,440.25,368387.73,../../data/gaussian_confusion_matrices/scale_0.60.csv
Greedy Search,100600,304688,True,1.00,60,144.38,378082.77,../../data/gaussian_confusion_matrices/scale_0.60.csv
Greedy Search,100600,300782,True,1.00,70,164.26,373235.87,../../data/gaussian_confusion_matrices/scale_0.60.csv
Greedy Search,100600,298829,True,1.00,61,144.75,370812.42,../../data/gaussian_confusion_matrices/scale_0.60.csv
Greedy Search,100600,297852,False,0.96,200,437.99,369600.08,../../data/gaussian_confusion_matrices/scale_0.60.csv
Greedy Search,100600,298341,False,0.96,200,445.64,370206.87,../../data/gaussian_confusion_matrices/scale_0.60.csv
Greedy Search,100600,298585,True,1.00,71,169.04,370509.65,../../data/gaussian_confusion_matrices/scale_0.60.csv
Greedy Search,100600,298463,True,1.00,71,169.48,370358.26,../../data/gaussian_confusion_matrices/scale_0.60.csv
Greedy Search,100600,298402,True,1.00,60,145.91,370282.57,../../data/gaussian_confusion_matrices/scale_0.60.csv
Greedy Search,100600,298372,False,0.96,200,456.90,370245.34,../../data/gaussian_confusion_matrices/scale_0.60.csv
Greedy Search,100600,298387,True,1.00,61,148.17,370263.95,../../data/gaussian_confusion_matrices/scale_0.60.csv
Greedy Search,100600,298380,True,1.00,70,167.58,370255.27,../../data/gaussian_confusion_matrices/scale_0.60.csv
Greedy Search,100600,298376,False,0.96,200,450.18,370250.30,../../data/gaussian_confusion_matrices/scale_0.60.csv
Greedy Search,100600,298378,True,1.00,71,168.42,370252.78,../../data/gaussian_confusion_matrices/scale_0.60.csv
Greedy Search,100600,298377,False,0.96,200,448.32,370251.54,../../data/gaussian_confusion_matrices/scale_0.60.csv
algorithm,seed,n_inequalities,recovered_key,fraction_of_solution_recovered,n_iterations,time_seconds_solve_inequalities,approx_number_of_ciphertexts,confusion_matrix
Greedy Search,100601,1000000,True,1.00,40,337.84,1239667.00,../../data/gaussian_confusion_matrices/scale_0.60.csv
Greedy Search,100601,500000,True,1.00,60,238.59,619833.50,../../data/gaussian_confusion_matrices/scale_0.60.csv
Greedy Search,100601,250000,False,0.96,200,380.40,309916.75,../../data/gaussian_confusion_matrices/scale_0.60.csv
Greedy Search,100601,375000,True,1.00,60,184.22,464875.12,../../data/gaussian_confusion_matrices/scale_0.60.csv
Greedy Search,100601,312500,False,0.97,200,486.43,387395.94,../../data/gaussian_confusion_matrices/scale_0.60.csv
Greedy Search,100601,343750,False,0.96,200,513.01,426135.53,../../data/gaussian_confusion_matrices/scale_0.60.csv
Greedy Search,100601,359375,False,0.96,200,525.18,445505.33,../../data/gaussian_confusion_matrices/scale_0.60.csv
Greedy Search,100601,367188,True,1.00,71,203.49,455190.85,../../data/gaussian_confusion_matrices/scale_0.60.csv
Greedy Search,100601,363282,True,1.00,70,198.87,450348.71,../../data/gaussian_confusion_matrices/scale_0.60.csv
Greedy Search,100601,361329,True,1.00,70,197.47,447927.64,../../data/gaussian_confusion_matrices/scale_0.60.csv
Greedy Search,100601,360352,True,1.00,71,200.62,446716.48,../../data/gaussian_confusion_matrices/scale_0.60.csv
Greedy Search,100601,359864,True,1.00,72,206.07,446111.53,../../data/gaussian_confusion_matrices/scale_0.60.csv
Greedy Search,100601,359620,False,0.96,200,539.31,445809.05,../../data/gaussian_confusion_matrices/scale_0.60.csv
Greedy Search,100601,359742,False,0.96,200,549.93,445960.29,../../data/gaussian_confusion_matrices/scale_0.60.csv
Greedy Search,100601,359803,True,1.00,72,207.81,446035.91,../../data/gaussian_confusion_matrices/scale_0.60.csv
Greedy Search,100601,359773,True,1.00,71,205.49,445998.72,../../data/gaussian_confusion_matrices/scale_0.60.csv
Greedy Search,100601,359758,False,0.96,200,536.52,445980.12,../../data/gaussian_confusion_matrices/scale_0.60.csv
Greedy Search,100601,359766,False,0.96,200,535.01,445990.04,../../data/gaussian_confusion_matrices/scale_0.60.csv
Greedy Search,100601,359770,True,1.00,71,202.91,445995.00,../../data/gaussian_confusion_matrices/scale_0.60.csv
Greedy Search,100601,359768,True,1.00,71,203.69,445992.52,../../data/gaussian_confusion_matrices/scale_0.60.csv
Greedy Search,100601,359767,True,1.00,71,201.01,445991.28,../../data/gaussian_confusion_matrices/scale_0.60.csv
algorithm,seed,n_inequalities,recovered_key,fraction_of_solution_recovered,n_iterations,time_seconds_solve_inequalities,approx_number_of_ciphertexts,confusion_matrix
Greedy Search,100602,1000000,True,1.00,70,547.71,1238581.00,../../data/gaussian_confusion_matrices/scale_0.60.csv
Greedy Search,100602,500000,True,1.00,71,274.50,619290.50,../../data/gaussian_confusion_matrices/scale_0.60.csv
Greedy Search,100602,250000,False,0.95,200,379.10,309645.25,../../data/gaussian_confusion_matrices/scale_0.60.csv
Greedy Search,100602,375000,True,1.00,71,211.31,464467.88,../../data/gaussian_confusion_matrices/scale_0.60.csv
Greedy Search,100602,312500,False,0.96,200,466.89,387056.56,../../data/gaussian_confusion_matrices/scale_0.60.csv
Greedy Search,100602,343750,False,0.97,200,502.98,425762.22,../../data/gaussian_confusion_matrices/scale_0.60.csv
